chr,start,end,name,score,strand,sample
chrIV,309388,309802,*,100,*,not_orf
chrIV,310122,310642,*,100,*,not_orf
chrIV,312471,312951,*,100,*,not_orf
chrIV,314748,315357,*,100,*,not_orf
chrIV,316388,316971,*,100,*,not_orf
chrIV,320120,320668,*,100,*,not_orf
chrIV,321552,322226,*,100,*,not_orf
chrIV,322988,324047,*,100,*,not_orf
chrIV,326149,329836,*,100,*,not_orf
chrIV,330447,331024,*,100,*,not_orf
chrIV,332940,333121,*,100,*,not_orf
chrIV,333810,334217,*,100,*,not_orf
chrIV,334396,334835,*,100,*,not_orf
chrIV,336121,336249,*,100,*,not_orf
chrIV,337277,337487,*,100,*,not_orf
chrIV,338070,338272,*,100,*,not_orf
chrIV,340134,340628,*,100,*,not_orf
chrIV,340798,341619,*,100,*,not_orf
chrIV,343985,344237,*,100,*,not_orf
chrIV,344953,345665,*,100,*,not_orf
chrIV,351037,352877,*,100,*,not_orf
chrIV,355378,355674,*,100,*,not_orf
chrIV,356759,359825,*,100,*,not_orf
chrIV,361285,361699,*,100,*,not_orf
chrIV,362256,362672,*,100,*,not_orf
chrIV,363583,363952,*,100,*,not_orf
chrIV,364779,365068,*,100,*,not_orf
chrIV,365874,366739,*,100,*,not_orf
chrIV,368211,369771,*,100,*,not_orf
chrIV,370706,371240,*,100,*,not_orf
chrIV,371761,372248,*,100,*,not_orf
chrIV,372535,372688,*,100,*,not_orf
chrIV,373608,373967,*,100,*,not_orf
chrIV,375289,375680,*,100,*,not_orf
chrIV,376480,376757,*,100,*,not_orf
chrIV,378445,378874,*,100,*,not_orf
chrIV,381438,381985,*,100,*,not_orf
chrIV,384081,384601,*,100,*,not_orf
chrIV,385587,387513,*,100,*,not_orf
chrIV,388901,389172,*,100,*,not_orf
chrIV,392057,392659,*,100,*,not_orf
chrIV,393912,394217,*,100,*,not_orf
chrIV,397204,397537,*,100,*,not_orf
chrIV,399129,399340,*,100,*,not_orf
chrIV,400638,400997,*,100,*,not_orf
chrIV,403291,405344,*,100,*,not_orf
chrIV,407206,408451,*,100,*,not_orf
chrIV,409857,411825,*,100,*,not_orf
chrIV,413000,413953,*,100,*,not_orf
chrIV,414888,415113,*,100,*,not_orf
chrIV,416708,417663,*,100,*,not_orf
chrIV,421514,422833,*,100,*,not_orf
chrIV,423510,424209,*,100,*,not_orf
chrIV,425732,426002,*,100,*,not_orf
chrIV,426934,427364,*,100,*,not_orf
chrIV,428347,429067,*,100,*,not_orf
chrIV,430926,431108,*,100,*,not_orf
chrIV,431517,432330,*,100,*,not_orf
chrIV,433025,433497,*,100,*,not_orf
chrIV,433994,438047,*,100,*,not_orf
chrIV,439360,439909,*,100,*,not_orf
chrIV,440754,441014,*,100,*,not_orf
chrIV,442309,443029,*,100,*,not_orf
chrIV,443511,444683,*,100,*,not_orf
chrIV,446383,446967,*,100,*,not_orf
chrIV,447578,447984,*,100,*,not_orf
chrIV,449276,450220,*,100,*,not_orf
chrIV,452475,453045,*,100,*,not_orf
chrIV,453650,454122,*,100,*,not_orf
chrIV,454754,455201,*,100,*,not_orf
chrIV,456583,456836,*,100,*,not_orf
chrIV,458103,458542,*,100,*,not_orf
chrIV,461247,461842,*,100,*,not_orf
chrIV,462516,463434,*,100,*,not_orf
chrIV,464996,465919,*,100,*,not_orf
chrIV,470424,471853,*,100,*,not_orf
chrIV,472941,473157,*,100,*,not_orf
chrIV,473783,474046,*,100,*,not_orf
chrIV,475989,477797,*,100,*,not_orf
chrIV,478285,478474,*,100,*,not_orf
chrIV,478758,479115,*,100,*,not_orf
chrIV,482267,484163,*,100,*,not_orf
chrIV,485365,486804,*,100,*,not_orf
chrIV,488003,488072,*,100,*,not_orf
chrIV,488662,489508,*,100,*,not_orf
chrIV,490896,491515,*,100,*,not_orf
chrIV,492324,492556,*,100,*,not_orf
chrIV,494268,494649,*,100,*,not_orf
chrIV,497318,497835,*,100,*,not_orf
chrIV,500879,501753,*,100,*,not_orf
chrIV,503273,503498,*,100,*,not_orf
chrIV,503863,504099,*,100,*,not_orf
chrIV,504695,508147,*,100,*,not_orf
chrIV,509109,509737,*,100,*,not_orf
chrIV,522928,523211,*,100,*,not_orf
chrIV,524713,525440,*,100,*,not_orf
chrIV,527215,527422,*,100,*,not_orf
chrIV,530697,531307,*,100,*,not_orf
chrIV,534582,535192,*,100,*,not_orf
chrIV,538467,539803,*,100,*,not_orf
chrIV,540414,542674,*,100,*,not_orf
chrIV,543369,546642,*,100,*,not_orf
chrIV,547628,547978,*,100,*,not_orf
chrIV,548310,548762,*,100,*,not_orf
chrIV,550576,551860,*,100,*,not_orf
chrIV,552948,555726,*,100,*,not_orf
chrIV,556472,557056,*,100,*,not_orf
chrIV,558060,558511,*,100,*,not_orf
chrIV,560625,561440,*,100,*,not_orf
chrIV,562327,563527,*,100,*,not_orf
chrIV,564861,565927,*,100,*,not_orf
chrIV,567555,567723,*,100,*,not_orf
chrIV,568703,569234,*,100,*,not_orf
chrIV,569770,570649,*,100,*,not_orf
chrIV,573726,576474,*,100,*,not_orf
chrIV,578159,578663,*,100,*,not_orf
chrIV,579112,579458,*,100,*,not_orf
chrIV,580452,580687,*,100,*,not_orf
chrIV,581784,583713,*,100,*,not_orf
chrIV,584645,584939,*,100,*,not_orf
chrIV,587719,588827,*,100,*,not_orf
chrIV,589402,589761,*,100,*,not_orf
chrIV,591344,592439,*,100,*,not_orf
chrIV,592948,593893,*,100,*,not_orf
chrIV,596583,597156,*,100,*,not_orf
chrIV,598082,598468,*,100,*,not_orf
chrIV,599688,600793,*,100,*,not_orf
chrIV,601809,602198,*,100,*,not_orf
chrIV,602869,603064,*,100,*,not_orf
chrIV,603399,603593,*,100,*,not_orf
chrIV,603811,604008,*,100,*,not_orf
chrIV,606986,607304,*,100,*,not_orf
chrIV,610081,610441,*,100,*,not_orf
chrIV,611925,612073,*,100,*,not_orf
chrIV,613251,613405,*,100,*,not_orf
chrIV,614004,614288,*,100,*,not_orf
chrIV,616150,616928,*,100,*,not_orf
chrIV,617170,617470,*,100,*,not_orf
chrIV,618306,618497,*,100,*,not_orf
chrIV,628534,629876,*,100,*,not_orf
chrIV,630605,631282,*,100,*,not_orf
chrIV,636120,637139,*,100,*,not_orf
chrIV,639823,640109,*,100,*,not_orf
chrIV,643837,644178,*,100,*,not_orf
chrIV,654428,655013,*,100,*,not_orf
chrIV,655444,655686,*,100,*,not_orf
chrIV,657467,658350,*,100,*,not_orf
chrIV,661103,661173,*,100,*,not_orf
chrIV,664910,665349,*,100,*,not_orf
chrIV,666770,667004,*,100,*,not_orf
chrIV,667858,669016,*,100,*,not_orf
chrIV,671034,671269,*,100,*,not_orf
chrIV,673365,676102,*,100,*,not_orf
chrIV,677802,680496,*,100,*,not_orf
chrIV,681617,682724,*,100,*,not_orf
chrIV,683581,683946,*,100,*,not_orf
chrIV,685643,685882,*,100,*,not_orf
chrIV,687840,691549,*,100,*,not_orf
chrIV,693261,693585,*,100,*,not_orf
chrIV,694175,694700,*,100,*,not_orf
chrIV,697894,698554,*,100,*,not_orf
chrIV,699468,701397,*,100,*,not_orf
chrIV,702758,703234,*,100,*,not_orf
chrIV,704244,704484,*,100,*,not_orf
chrIV,709250,709549,*,100,*,not_orf
chrIV,712995,713340,*,100,*,not_orf
chrIV,715379,715747,*,100,*,not_orf
chrIV,727551,728259,*,100,*,not_orf
chrIV,730250,730578,*,100,*,not_orf
chrIV,732836,733618,*,100,*,not_orf
chrIV,733924,734138,*,100,*,not_orf
chrIV,734803,734901,*,100,*,not_orf
chrIV,739997,740473,*,100,*,not_orf
chrIV,741600,742042,*,100,*,not_orf
chrIV,743874,744311,*,100,*,not_orf
chrIV,746101,746738,*,100,*,not_orf
chrIV,748357,748613,*,100,*,not_orf
chrIV,750742,751631,*,100,*,not_orf
chrIV,753235,753675,*,100,*,not_orf
chrIV,755066,755628,*,100,*,not_orf
chrIV,763874,764178,*,100,*,not_orf
chrIV,765155,765706,*,100,*,not_orf
chrIV,766503,766736,*,100,*,not_orf
chrIV,767971,768512,*,100,*,not_orf
chrIV,769000,769525,*,100,*,not_orf
chrIV,769938,770357,*,100,*,not_orf
chrIV,771454,771877,*,100,*,not_orf
chrIV,775782,776163,*,100,*,not_orf
chrIV,778721,780390,*,100,*,not_orf
chrIV,781100,781423,*,100,*,not_orf
chrIV,781950,782041,*,100,*,not_orf
chrIV,784215,784871,*,100,*,not_orf
chrIV,786205,786306,*,100,*,not_orf
chrIV,789221,789449,*,100,*,not_orf
chrIV,790069,790328,*,100,*,not_orf
chrIV,791848,792348,*,100,*,not_orf
chrIV,793889,796193,*,100,*,not_orf
chrIV,802222,806621,*,100,*,not_orf
chrIV,807748,808324,*,100,*,not_orf
chrIV,810381,810565,*,100,*,not_orf
chrIV,811632,812110,*,100,*,not_orf
chrIV,812850,813193,*,100,*,not_orf
chrIV,814152,814452,*,100,*,not_orf
chrIV,816560,816878,*,100,*,not_orf
chrIV,817525,817950,*,100,*,not_orf
chrIV,818495,818708,*,100,*,not_orf
chrIV,819196,821295,*,100,*,not_orf
chrIV,825776,825910,*,100,*,not_orf
chrIV,827355,827582,*,100,*,not_orf
chrIV,829057,829585,*,100,*,not_orf
chrIV,830277,830629,*,100,*,not_orf
chrIV,831513,831934,*,100,*,not_orf
chrIV,832473,832859,*,100,*,not_orf
chrIV,835492,836421,*,100,*,not_orf
chrIV,838061,838392,*,100,*,not_orf
chrIV,840392,840604,*,100,*,not_orf
chrIV,841995,842337,*,100,*,not_orf
chrIV,843449,843569,*,100,*,not_orf
chrIV,844861,845952,*,100,*,not_orf
chrIV,847946,848599,*,100,*,not_orf
chrIV,850200,850274,*,100,*,not_orf
chrIV,850999,851228,*,100,*,not_orf
chrIV,852397,852533,*,100,*,not_orf
chrIV,853972,854279,*,100,*,not_orf
chrIV,856093,856317,*,100,*,not_orf
chrIV,856814,856898,*,100,*,not_orf
chrIV,857953,858137,*,100,*,not_orf
chrIV,859144,859346,*,100,*,not_orf
chrIV,861520,862054,*,100,*,not_orf
chrIV,864708,865012,*,100,*,not_orf
chrIV,867522,868224,*,100,*,not_orf
chrIV,886865,887232,*,100,*,not_orf
chrIV,888911,889751,*,100,*,not_orf
chrIV,892492,892875,*,100,*,not_orf
chrIV,893927,895035,*,100,*,not_orf
chrIV,899006,899551,*,100,*,not_orf
chrIV,903480,903781,*,100,*,not_orf
chrIV,905052,905455,*,100,*,not_orf
chrIV,906852,907330,*,100,*,not_orf
chrIV,909438,912099,*,100,*,not_orf
chrIV,913502,914317,*,100,*,not_orf
chrIV,914712,915530,*,100,*,not_orf
chrIV,915928,916486,*,100,*,not_orf
chrIV,917154,917571,*,100,*,not_orf
chrIV,921647,921926,*,100,*,not_orf
chrIV,923806,924785,*,100,*,not_orf
chrIV,926146,926293,*,100,*,not_orf
chrIV,926910,927452,*,100,*,not_orf
chrIV,929098,929470,*,100,*,not_orf
chrIV,930357,931129,*,100,*,not_orf
chrIV,933210,933504,*,100,*,not_orf
chrIV,935138,935236,*,100,*,not_orf
chrIV,935892,936615,*,100,*,not_orf
chrIV,937493,937895,*,100,*,not_orf
chrIV,940816,941057,*,100,*,not_orf
chrIV,943420,943674,*,100,*,not_orf
chrIV,945152,946807,*,100,*,not_orf
chrIV,948456,948518,*,100,*,not_orf
chrIV,950284,950563,*,100,*,not_orf
chrIV,952401,952800,*,100,*,not_orf
chrIV,953981,954288,*,100,*,not_orf
chrIV,954947,956013,*,100,*,not_orf
chrIV,957398,960614,*,100,*,not_orf
chrIV,963106,963412,*,100,*,not_orf
chrIV,963861,963990,*,100,*,not_orf
chrIV,964565,965113,*,100,*,not_orf
chrIV,966489,966557,*,100,*,not_orf
chrIV,967822,968133,*,100,*,not_orf
chrIV,969680,969990,*,100,*,not_orf
chrIV,971474,971808,*,100,*,not_orf
chrIV,974243,974631,*,100,*,not_orf
chrIV,975782,976717,*,100,*,not_orf
chrIV,977229,977521,*,100,*,not_orf
chrIV,995534,996029,*,100,*,not_orf
chrIV,998323,998864,*,100,*,not_orf
chrIV,999877,1000104,*,100,*,not_orf
chrIV,1002023,1002510,*,100,*,not_orf
chrIV,1003502,1004004,*,100,*,not_orf
chrIV,1005143,1005675,*,100,*,not_orf
chrIV,1008689,1009010,*,100,*,not_orf
chrIV,1009834,1010176,*,100,*,not_orf
chrIV,1011273,1012252,*,100,*,not_orf
chrIV,1012959,1013476,*,100,*,not_orf
chrIV,1013643,1014401,*,100,*,not_orf
chrIV,1015702,1019368,*,100,*,not_orf
chrIV,1020420,1020747,*,100,*,not_orf
chrIV,1021664,1022007,*,100,*,not_orf
chrIV,1022321,1025070,*,100,*,not_orf
chrIV,1030049,1030550,*,100,*,not_orf
chrIV,1031419,1032436,*,100,*,not_orf
chrIV,1035063,1035995,*,100,*,not_orf
chrIV,1036873,1037195,*,100,*,not_orf
chrIV,1038106,1038280,*,100,*,not_orf
chrIV,1039509,1043146,*,100,*,not_orf
chrIV,1045011,1045640,*,100,*,not_orf
chrIV,1049392,1050459,*,100,*,not_orf
chrIV,1052228,1052623,*,100,*,not_orf
chrIV,1054647,1055212,*,100,*,not_orf
chrIV,1055892,1056551,*,100,*,not_orf
chrIV,1057600,1058176,*,100,*,not_orf
chrIV,1058814,1059627,*,100,*,not_orf
chrIV,1061231,1061505,*,100,*,not_orf
chrIV,1062791,1063352,*,100,*,not_orf
chrIV,1067425,1067731,*,100,*,not_orf
chrIV,1068390,1068729,*,100,*,not_orf
chrIV,1071386,1071880,*,100,*,not_orf
chrIV,1072557,1072746,*,100,*,not_orf
chrIV,1073488,1078027,*,100,*,not_orf
chrIV,1078449,1079048,*,100,*,not_orf
chrIV,1080199,1081128,*,100,*,not_orf
chrIV,1084316,1085065,*,100,*,not_orf
chrIV,1086993,1087581,*,100,*,not_orf
chrIV,1088942,1089219,*,100,*,not_orf
chrIV,1090079,1090433,*,100,*,not_orf
chrIV,1092511,1092741,*,100,*,not_orf
chrIV,1093586,1093763,*,100,*,not_orf
chrIV,1103428,1103758,*,100,*,not_orf
chrIV,1104947,1106095,*,100,*,not_orf
chrIV,1108101,1108280,*,100,*,not_orf
chrIV,1108498,1108702,*,100,*,not_orf
chrIV,1109847,1110589,*,100,*,not_orf
chrIV,1111692,1112003,*,100,*,not_orf
chrIV,1112293,1112480,*,100,*,not_orf
chrIV,1114027,1114433,*,100,*,not_orf
chrIV,1116763,1117126,*,100,*,not_orf
chrIV,1120233,1120609,*,100,*,not_orf
chrIV,1124925,1125434,*,100,*,not_orf
chrIV,1126018,1126270,*,100,*,not_orf
chrIV,1127595,1127872,*,100,*,not_orf
chrIV,1129374,1129588,*,100,*,not_orf
chrIV,1130823,1131001,*,100,*,not_orf
chrIV,1133070,1135932,*,100,*,not_orf
chrIV,1140476,1141168,*,100,*,not_orf
chrIV,1144842,1146319,*,100,*,not_orf
chrIV,1147179,1149951,*,100,*,not_orf
chrIV,1150520,1151803,*,100,*,not_orf
chrIV,1153626,1154216,*,100,*,not_orf
chrIV,1155928,1159608,*,100,*,not_orf
chrIV,1161320,1162957,*,100,*,not_orf
chrIV,1164660,1167214,*,100,*,not_orf
chrIV,1168659,1169178,*,100,*,not_orf
chrIV,1170143,1172386,*,100,*,not_orf
chrIV,1174176,1176120,*,100,*,not_orf
chrIV,1178174,1178666,*,100,*,not_orf
chrIV,1181260,1183299,*,100,*,not_orf
chrIV,1184258,1184747,*,100,*,not_orf
chrIV,1185889,1186107,*,100,*,not_orf
chrIV,1188941,1190059,*,100,*,not_orf
chrIV,1191732,1191936,*,100,*,not_orf
chrIV,1194884,1195412,*,100,*,not_orf
chrIV,1196263,1196679,*,100,*,not_orf
chrIV,1198697,1199183,*,100,*,not_orf
chrIV,1200553,1202128,*,100,*,not_orf
chrIV,1202397,1202843,*,100,*,not_orf
chrIV,1204210,1204497,*,100,*,not_orf
chrIV,1213614,1213904,*,100,*,not_orf
chrIV,1214842,1215016,*,100,*,not_orf
chrIV,1217580,1221112,*,100,*,not_orf
chrIV,1222149,1222759,*,100,*,not_orf
chrIV,1223331,1225166,*,100,*,not_orf
chrIV,1226536,1226822,*,100,*,not_orf
chrIV,1228303,1228611,*,100,*,not_orf
chrIV,1228916,1229349,*,100,*,not_orf
chrIV,1229609,1230167,*,100,*,not_orf
chrIV,1233196,1233278,*,100,*,not_orf
chrIV,1233517,1234218,*,100,*,not_orf
chrIV,1236125,1236558,*,100,*,not_orf
chrIV,1238004,1238312,*,100,*,not_orf
chrIV,1238850,1239492,*,100,*,not_orf
chrIV,1239824,1239960,*,100,*,not_orf
chrIV,1240676,1241204,*,100,*,not_orf
chrIV,1242031,1243230,*,100,*,not_orf
chrIV,1245758,1246084,*,100,*,not_orf
chrIV,1247982,1250186,*,100,*,not_orf
chrIV,1251634,1252537,*,100,*,not_orf
chrIV,1254501,1254937,*,100,*,not_orf
chrIV,1256847,1258696,*,100,*,not_orf
chrIV,1259709,1259901,*,100,*,not_orf
chrIV,1261271,1261681,*,100,*,not_orf
chrIV,1262967,1263324,*,100,*,not_orf
chrIV,1266158,1266366,*,100,*,not_orf
chrIV,1266898,1267471,*,100,*,not_orf
chrIV,1269402,1270068,*,100,*,not_orf
chrIV,1270733,1271063,*,100,*,not_orf
chrIV,1272085,1272234,*,100,*,not_orf
chrIV,1273703,1274602,*,100,*,not_orf
chrIV,1276212,1276654,*,100,*,not_orf
chrIV,1277169,1277646,*,100,*,not_orf
chrIV,1278437,1279210,*,100,*,not_orf
chrIV,1283799,1284069,*,100,*,not_orf
chrIV,1287938,1288215,*,100,*,not_orf
chrIV,1288859,1289406,*,100,*,not_orf
chrIV,1292120,1292372,*,100,*,not_orf
chrIV,1293091,1293369,*,100,*,not_orf
chrIV,1294394,1294693,*,100,*,not_orf
chrIV,1295400,1295598,*,100,*,not_orf
chrIV,1296686,1298432,*,100,*,not_orf
chrIV,1301011,1301616,*,100,*,not_orf
chrIV,1302113,1303174,*,100,*,not_orf
chrIV,1305072,1306267,*,100,*,not_orf
chrIV,1311675,1312040,*,100,*,not_orf
chrIV,1314892,1315326,*,100,*,not_orf
chrIV,1317773,1318046,*,100,*,not_orf
chrIV,1319275,1319387,*,100,*,not_orf
chrIV,1319841,1320064,*,100,*,not_orf
chrIV,1321941,1322205,*,100,*,not_orf
chrIV,1323386,1323454,*,100,*,not_orf
chrIV,1324239,1324477,*,100,*,not_orf
chrIV,1325301,1325501,*,100,*,not_orf
chrIV,1328470,1328783,*,100,*,not_orf
chrIV,1330027,1331237,*,100,*,not_orf
chrIV,1332841,1332983,*,100,*,not_orf
chrIV,1333969,1334821,*,100,*,not_orf
chrIV,1336953,1337352,*,100,*,not_orf
chrIV,1337774,1338274,*,100,*,not_orf
chrIV,1339386,1339676,*,100,*,not_orf
chrIV,1340719,1342493,*,100,*,not_orf
chrIV,1344241,1344517,*,100,*,not_orf
chrIV,1345062,1345676,*,100,*,not_orf
chrIV,1349938,1353725,*,100,*,not_orf
chrIV,1354633,1354829,*,100,*,not_orf
chrIV,1355553,1356065,*,100,*,not_orf
chrIV,1357369,1357580,*,100,*,not_orf
chrIV,1358902,1359923,*,100,*,not_orf
chrIV,1360798,1361120,*,100,*,not_orf
chrIV,1362181,1362878,*,100,*,not_orf
chrIV,1364902,1365072,*,100,*,not_orf
chrIV,1365662,1366264,*,100,*,not_orf
chrIV,1366827,1367485,*,100,*,not_orf
chrIV,1369386,1369790,*,100,*,not_orf
chrIV,1379596,1380055,*,100,*,not_orf
chrIV,1382046,1382319,*,100,*,not_orf
chrIV,1383443,1383811,*,100,*,not_orf
chrIV,1384776,1385176,*,100,*,not_orf
chrIV,1385286,1386073,*,100,*,not_orf
chrIV,1386516,1386816,*,100,*,not_orf
chrIV,1388375,1388872,*,100,*,not_orf
chrIV,1393179,1393336,*,100,*,not_orf
chrIV,1394574,1395121,*,100,*,not_orf
chrIV,1397817,1398026,*,100,*,not_orf
chrIV,1398700,1399015,*,100,*,not_orf
chrIV,1399542,1399706,*,100,*,not_orf
chrIV,1401214,1401770,*,100,*,not_orf
chrIV,1402564,1403322,*,100,*,not_orf
chrIV,1404173,1404445,*,100,*,not_orf
chrIV,1405854,1407464,*,100,*,not_orf
chrIV,1410094,1412373,*,100,*,not_orf
chrIV,1414274,1414575,*,100,*,not_orf
chrIV,1415171,1415210,*,100,*,not_orf
chrIV,1416874,1417399,*,100,*,not_orf
chrIV,1418370,1418550,*,100,*,not_orf
chrIV,1420250,1420431,*,100,*,not_orf
chrIV,1420838,1421157,*,100,*,not_orf
chrIV,1422485,1422763,*,100,*,not_orf
chrIV,1424688,1424820,*,100,*,not_orf
chrIV,1427207,1427431,*,100,*,not_orf
chrIV,1428120,1428354,*,100,*,not_orf
chrIV,1428980,1429188,*,100,*,not_orf
chrIV,1430789,1431012,*,100,*,not_orf
chrIV,1431896,1431968,*,100,*,not_orf
chrIV,1434268,1434924,*,100,*,not_orf
chrIV,1435874,1436217,*,100,*,not_orf
chrIV,1436588,1436930,*,100,*,not_orf
chrIV,1438015,1438115,*,100,*,not_orf
chrIV,1441150,1441433,*,100,*,not_orf
chrIV,1443403,1443713,*,100,*,not_orf
chrIV,1445467,1445843,*,100,*,not_orf
chrIV,1446994,1447830,*,100,*,not_orf
chrIV,1450073,1450198,*,100,*,not_orf
chrIV,1450853,1451353,*,100,*,not_orf
chrIV,1452918,1453310,*,100,*,not_orf
chrIV,1454464,1455042,*,100,*,not_orf
chrIV,1455866,1456311,*,100,*,not_orf
chrIV,1456694,1456695,*,100,*,not_orf
chrIV,1459220,1462358,*,100,*,not_orf
chrIV,1465786,1466453,*,100,*,not_orf
chrIV,1468444,1469400,*,100,*,not_orf
chrIV,1469705,1470017,*,100,*,not_orf
chrIV,1470418,1470500,*,100,*,not_orf
chrIV,1471448,1473429,*,100,*,not_orf
chrIV,1474772,1474974,*,100,*,not_orf
chrIV,1476476,1477239,*,100,*,not_orf
chrIV,1478357,1478608,*,100,*,not_orf
chrIV,1480161,1480425,*,100,*,not_orf
chrIV,1480832,1483795,*,100,*,not_orf
chrIV,1485303,1485566,*,100,*,not_orf
chrIV,1487038,1487542,*,100,*,not_orf
chrIV,1488990,1490596,*,100,*,not_orf
chrIV,1490835,1491094,*,100,*,not_orf
chrIV,1492413,1494586,*,100,*,not_orf
chrIV,1495857,1496165,*,100,*,not_orf
chrIV,1496548,1496791,*,100,*,not_orf
chrIV,1497768,1498232,*,100,*,not_orf
chrIV,1499335,1499396,*,100,*,not_orf
chrIV,1500553,1501447,*,100,*,not_orf
chrIV,1502160,1503314,*,100,*,not_orf
chrIV,1504900,1508005,*,100,*,not_orf
chrIV,1509714,1510902,*,100,*,not_orf
chrIV,1511630,1512094,*,100,*,not_orf
chrIV,1513605,1517136,*,100,*,not_orf
chrIV,1523611,1526321,*,100,*,not_orf
chrV,14415,16355,*,100,*,not_orf
chrV,17845,21537,*,100,*,not_orf
chrV,23231,26667,*,100,*,not_orf
chrV,27206,27657,*,100,*,not_orf
chrV,29543,29797,*,100,*,not_orf
chrV,31239,31694,*,100,*,not_orf
chrV,33466,34407,*,100,*,not_orf
chrV,36254,36535,*,100,*,not_orf
chrV,39537,40046,*,100,*,not_orf
chrV,41953,42400,*,100,*,not_orf
chrV,42624,43252,*,100,*,not_orf
chrV,44925,47168,*,100,*,not_orf
chrV,48373,48471,*,100,*,not_orf
chrV,51539,52721,*,100,*,not_orf
chrV,53218,53901,*,100,*,not_orf
chrV,56102,56571,*,100,*,not_orf
chrV,58100,58378,*,100,*,not_orf
chrV,59148,59670,*,100,*,not_orf
chrV,60851,63728,*,100,*,not_orf
chrV,64090,64709,*,100,*,not_orf
chrV,65167,65385,*,100,*,not_orf
chrV,66797,67629,*,100,*,not_orf
chrV,68792,69757,*,100,*,not_orf
chrV,70257,70478,*,100,*,not_orf
chrV,73348,73771,*,100,*,not_orf
chrV,75327,75944,*,100,*,not_orf
chrV,77431,78053,*,100,*,not_orf
chrV,79456,79636,*,100,*,not_orf
chrV,79977,80462,*,100,*,not_orf
chrV,81145,81407,*,100,*,not_orf
chrV,82603,83050,*,100,*,not_orf
chrV,84552,85676,*,100,*,not_orf
chrV,86149,86937,*,100,*,not_orf
chrV,89852,90258,*,100,*,not_orf
chrV,93905,94644,*,100,*,not_orf
chrV,96578,96858,*,100,*,not_orf
chrV,97796,100769,*,100,*,not_orf
chrV,101251,101943,*,100,*,not_orf
chrV,102323,107260,*,100,*,not_orf
chrV,107907,111421,*,100,*,not_orf
chrV,115800,116167,*,100,*,not_orf
chrV,116970,117211,*,100,*,not_orf
chrV,117474,120498,*,100,*,not_orf
chrV,121301,121471,*,100,*,not_orf
chrV,122310,122798,*,100,*,not_orf
chrV,122929,123657,*,100,*,not_orf
chrV,124670,124737,*,100,*,not_orf
chrV,126218,126629,*,100,*,not_orf
chrV,128284,128825,*,100,*,not_orf
chrV,130561,131772,*,100,*,not_orf
chrV,132551,133120,*,100,*,not_orf
chrV,135234,138918,*,100,*,not_orf
chrV,139763,144327,*,100,*,not_orf
chrV,145334,145907,*,100,*,not_orf
chrV,146755,146951,*,100,*,not_orf
chrV,147979,148176,*,100,*,not_orf
chrV,148599,148722,*,100,*,not_orf
chrV,150014,150301,*,100,*,not_orf
chrV,150978,153520,*,100,*,not_orf
chrV,155808,156803,*,100,*,not_orf
chrV,157498,157736,*,100,*,not_orf
chrV,159118,159580,*,100,*,not_orf
chrV,160275,160550,*,100,*,not_orf
chrV,162442,162723,*,100,*,not_orf
chrV,164285,164527,*,100,*,not_orf
chrV,166083,166237,*,100,*,not_orf
chrV,166885,167808,*,100,*,not_orf
chrV,171818,172115,*,100,*,not_orf
chrV,172492,172634,*,100,*,not_orf
chrV,173338,175248,*,100,*,not_orf
chrV,176012,177835,*,100,*,not_orf
chrV,178431,178841,*,100,*,not_orf
chrV,182278,182600,*,100,*,not_orf
chrV,186775,188277,*,100,*,not_orf
chrV,189311,189503,*,100,*,not_orf
chrV,191788,191959,*,100,*,not_orf
chrV,192624,192797,*,100,*,not_orf
chrV,194230,194273,*,100,*,not_orf
chrV,194539,195168,*,100,*,not_orf
chrV,196517,196948,*,100,*,not_orf
chrV,198519,198812,*,100,*,not_orf
chrV,200875,201076,*,100,*,not_orf
chrV,201936,202192,*,100,*,not_orf
chrV,204963,205251,*,100,*,not_orf
chrV,206834,207644,*,100,*,not_orf
chrV,208474,208979,*,100,*,not_orf
chrV,210232,210692,*,100,*,not_orf
chrV,211876,212587,*,100,*,not_orf
chrV,213177,213437,*,100,*,not_orf
chrV,213898,214076,*,100,*,not_orf
chrV,214747,215063,*,100,*,not_orf
chrV,217693,218057,*,100,*,not_orf
chrV,221287,222639,*,100,*,not_orf
chrV,223076,223367,*,100,*,not_orf
chrV,225199,225889,*,100,*,not_orf
chrV,226854,226858,*,100,*,not_orf
chrV,228252,228456,*,100,*,not_orf
chrV,229205,229795,*,100,*,not_orf
chrV,231987,232461,*,100,*,not_orf
chrV,234740,234937,*,100,*,not_orf
chrV,235491,235770,*,100,*,not_orf
chrV,237119,237570,*,100,*,not_orf
chrV,238016,238460,*,100,*,not_orf
chrV,239774,240032,*,100,*,not_orf
chrV,241501,243180,*,100,*,not_orf
chrV,243611,243810,*,100,*,not_orf
chrV,246503,246982,*,100,*,not_orf
chrV,248157,250718,*,100,*,not_orf
chrV,251002,251728,*,100,*,not_orf
chrV,253662,253971,*,100,*,not_orf
chrV,254387,254656,*,100,*,not_orf
chrV,256134,256375,*,100,*,not_orf
chrV,257958,258737,*,100,*,not_orf
chrV,259639,262052,*,100,*,not_orf
chrV,263698,264892,*,100,*,not_orf
chrV,265785,266512,*,100,*,not_orf
chrV,268113,269423,*,100,*,not_orf
chrV,270185,270737,*,100,*,not_orf
chrV,271126,271768,*,100,*,not_orf
