chr,start,end,name,score,strand,common_name,sample
chrXIII,810776,811088,YMR272W-B,100,+,YMR272W-B,yiming
chrXIII,813979,814363,YMR273C,100,-,ZDS1,yiming
chrXIII,815310,815650,YMR274C,100,-,RCE1,yiming
chrXIII,818580,818826,YMR275C,100,-,BUL1,yiming
chrXIII,818580,818826,YMR276W,100,+,DSK2,yiming
chrXIII,819947,820255,YMR277W,100,+,FCP1,yiming
chrXIII,822453,822762,YMR278W,100,+,PRM15,yiming
chrXIII,826350,827027,unknown_1920,100,-,ATR2,yiming
chrXIII,831328,832028,YMR280C,100,-,CAT8,yiming
chrXIII,831638,832338,YMR281W,100,+,GPI12,yiming
chrXIII,835097,835325,YMR282C,100,-,AEP2,yiming
chrXIII,836866,837566,YMR283C,100,-,RIT1,yiming
chrXIII,837486,838186,YMR284W,100,+,YKU70,yiming
chrXIII,841690,841941,YMR285C,100,-,NGL2,yiming
chrXIII,841690,841941,YMR286W,100,+,MRPL33,yiming
chrXIII,845344,845570,YMR287C,100,-,DSS1,yiming
chrXIII,845344,845570,YMR288W,100,+,HSH155,yiming
chrXIII,848485,848684,YMR289W,100,+,ABZ2,yiming
chrXIII,850721,851421,YMR290W-A,100,+,YMR290W-A,yiming
chrXIII,851590,852290,YMR290C,100,-,HAS1,yiming
chrXIII,851929,852629,YMR291W,100,+,TDA1,yiming
chrXIII,854389,854794,YMR292W,100,+,GOT1,yiming
chrXIII,856792,856965,YMR293C,100,-,HER2,yiming
chrXIII,856792,856965,YMR294W,100,+,JNM1,yiming
chrXIII,858086,858208,YMR294W-A,100,+,YMR294W-A,yiming
chrXIII,858889,859214,YMR295C,100,-,YMR295C,yiming
chrXIII,860890,861590,YMR296C,100,-,LCB1,yiming
chrXIII,861221,861921,YMR297W,100,+,PRC1,yiming
chrXIII,863519,863818,YMR298W,100,+,LIP1,yiming
chrXIII,865349,865558,YMR299C,100,-,DYN3,yiming
chrXIII,867090,867554,YMR300C,100,-,ADE4,yiming
chrXIII,869626,870072,YMR301C,100,-,ATM1,yiming
chrXIII,872624,873290,YMR302C,100,-,YME2,yiming
chrXIII,874336,874986,YMR303C,100,-,ADH2,yiming
chrXIII,874336,874986,YMR304W,100,+,UBP15,yiming
chrXIII,879129,879829,YMR304C-A,100,-,YMR304C-A,yiming
chrXIII,880231,880931,YMR305C,100,-,SCW10,yiming
chrXIII,880458,881158,YMR306W,100,+,FKS3,yiming
chrXIII,886571,887002,YMR306C-A,100,-,YMR306C-A,yiming
chrXIII,886571,887002,YMR307W,100,+,GAS1,yiming
chrXIII,887924,888624,YMR307C-A,100,-,YMR307C-A,yiming
chrXIII,892220,892920,YMR308C,100,-,PSE1,yiming
chrXIII,895425,895715,YMR309C,100,-,NIP1,yiming
chrXIII,896668,896913,YMR310C,100,-,YMR310C,yiming
chrXIII,897602,898302,YMR311C,100,-,GLC8,yiming
chrXIII,897704,898404,YMR312W,100,+,ELP6,yiming
chrXIII,901306,901708,YMR313C,100,-,TGL3,yiming
chrXIII,901306,901708,YMR314W,100,+,PRE5,yiming
chrXIII,902412,902799,YMR315W,100,+,YMR315W,yiming
chrXIII,903848,904285,YMR315W-A,100,+,YMR315W-A,yiming
chrXIII,904392,904823,YMR316W,100,+,DIA1,yiming
chrXIII,905971,906671,YMR316C-A,100,-,YMR316C-A,yiming
chrXIII,906662,907362,YMR317W,100,+,YMR317W,yiming
chrXIII,907627,908327,YMR316C-B,100,-,YMR316C-B,yiming
chrXIII,912141,912841,YMR318C,100,-,ADH6,yiming
chrXIII,914536,915236,YMR319C,100,-,FET4,yiming
chrXIII,916044,916744,YMR320W,100,+,YMR320W,yiming
chrXIII,917894,918364,YMR321C,100,-,YMR321C,yiming
chrXIII,919077,919777,YMR322C,100,-,SNO4,yiming
chrXIII,919386,920086,YMR323W,100,+,ERR3,yiming
chrXIII,922442,922639,YMR324C,100,-,YMR324C,yiming
chrXIII,922442,922639,YMR325W,100,+,PAU19,yiming
chrXIII,923800,924500,YMR326C,100,-,YMR326C,yiming
chrXIV,34,734,YNL339W-B,100,+,YNL339W-B,yiming
chrXIV,1216,1517,YNL339W-A,100,+,YNL339W-A,yiming
chrXIV,6098,6561,YNL339C,100,-,YRF1-6,yiming
chrXIV,6098,6561,YNL338W,100,+,YNL338W,yiming
chrXIV,6719,7165,YNL337W,100,+,YNL337W,yiming
chrXIV,7630,8330,YNL336W,100,+,COS1,yiming
chrXIV,10752,11452,YNL335W,100,+,DDI3,yiming
chrXIV,12876,13267,YNL334C,100,-,SNO2,yiming
chrXIV,12876,13267,YNL333W,100,+,SNZ2,yiming
chrXIV,14163,14832,YNL332W,100,+,THI12,yiming
chrXIV,17248,17948,YNL331C,100,-,AAD14,yiming
chrXIV,19302,19541,YNL330C,100,-,RPD3,yiming
chrXIV,22633,22834,YNL329C,100,-,PEX6,yiming
chrXIV,23274,23974,YNL328C,100,-,MDJ2,yiming
chrXIV,23347,24047,YNL327W,100,+,EGT2,yiming
chrXIV,28346,28738,YNL326C,100,-,PFA3,yiming
chrXIV,30349,31049,YNL324W,100,+,YNL324W,yiming
chrXIV,31377,31943,YNL325C,100,-,FIG4,yiming
chrXIV,31444,31943,YNL323W,100,+,LEM3,yiming
chrXIV,34234,34695,YNL322C,100,-,KRE1,yiming
chrXIV,34234,34695,YNL321W,100,+,VNX1,yiming
chrXIV,37421,37699,YNL320W,100,+,YNL320W,yiming
chrXIV,38553,38641,YNL319W,100,+,YNL319W,yiming
chrXIV,40328,40618,YNL318C,100,-,HXT14,yiming
chrXIV,40328,40618,YNL317W,100,+,PFS2,yiming
chrXIV,43074,43323,YNL316C,100,-,PHA2,yiming
chrXIV,44279,44446,YNL315C,100,-,ATP11,yiming
chrXIV,44279,44446,YNL314W,100,+,DAL82,yiming
chrXIV,48021,48286,YNL313C,100,-,EMW1,yiming
chrXIV,48021,48286,YNL312W,100,+,RFA2,yiming
chrXIV,51687,51906,YNL311C,100,-,SKP2,yiming
chrXIV,52430,52661,YNL310C,100,-,ZIM17,yiming
chrXIV,52430,52661,YNL309W,100,+,STB1,yiming
chrXIV,55896,56446,YNL308C,100,-,KRI1,yiming
chrXIV,57573,58155,YNL307C,100,-,MCK1,yiming
chrXIV,57573,58155,YNL306W,100,+,MRPS18,yiming
chrXIV,59791,60297,YNL305C,100,-,BXI1,yiming
chrXIV,59791,60297,YNL304W,100,+,YPT11,yiming
chrXIV,60810,61510,YNL303W,100,+,YNL303W,yiming
chrXIV,62943,63570,YNL302C,100,-,RPS19B,yiming
chrXIV,64562,65262,YNL301C,100,-,RPL18B,yiming
chrXIV,65044,65744,YNL300W,100,+,TOS6,yiming
chrXIV,66052,66517,YNL299W,100,+,TRF5,yiming
chrXIV,68445,68915,YNL298W,100,+,CLA4,yiming
chrXIV,75573,76273,YNL296W,100,+,YNL296W,yiming
chrXIV,76583,76946,YNL297C,100,-,MON2,yiming
chrXIV,76587,76946,YNL295W,100,+,MRX6,yiming
chrXIV,80260,80640,YNL294C,100,-,RIM21,yiming
chrXIV,80260,80640,YNL293W,100,+,MSB3,yiming
chrXIV,82541,82806,YNL292W,100,+,PUS4,yiming
chrXIV,85815,86218,YNL291C,100,-,MID1,yiming
chrXIV,85815,86218,YNL290W,100,+,RFC3,yiming
chrXIV,87240,87897,YNL289W,100,+,PCL1,yiming
chrXIV,89603,90303,YNL288W,100,+,CAF40,yiming
chrXIV,91424,91994,YNL287W,100,+,SEC21,yiming
chrXIV,94801,95223,YNL286W,100,+,CUS2,yiming
chrXIV,96080,96173,YNL285W,100,+,YNL285W,yiming
chrXIV,102232,102932,YNL284C-A,100,-,YNL284C-A,yiming
chrXIV,102232,102932,YNL284C-B,100,-,YNL284C-B,yiming
chrXIV,104102,104802,YNL284C,100,-,MRPL10,yiming
chrXIV,106695,107395,YNL283C,100,-,WSC2,yiming
chrXIV,106987,107687,YNL282W,100,+,POP3,yiming
chrXIV,108274,108467,YNL281W,100,+,HCH1,yiming
chrXIV,110411,110917,YNL280C,100,-,ERG24,yiming
chrXIV,110411,110917,YNL279W,100,+,PRM1,yiming
chrXIV,112902,113271,YNL278W,100,+,CAF120,yiming
chrXIV,116453,116679,YNL277W-A,100,+,YNL277W-A,yiming
chrXIV,116867,117349,YNL277W,100,+,MET2,yiming
chrXIV,118826,119268,YNL276C,100,-,YNL276C,yiming
chrXIV,118826,119268,YNL275W,100,+,BOR1,yiming
chrXIV,122170,122870,YNL274C,100,-,GOR1,yiming
chrXIV,122183,122883,YNL273W,100,+,TOF1,yiming
chrXIV,129084,129523,YNL272C,100,-,SEC2,yiming
chrXIV,135384,135941,YNL271C,100,-,BNI1,yiming
chrXIV,137662,137700,YNL270C,100,-,ALP1,yiming
chrXIV,137662,137700,YNL269W,100,+,BSC4,yiming
chrXIV,138095,138551,YNL268W,100,+,LYP1,yiming
chrXIV,140386,140879,YNL267W,100,+,PIK1,yiming
chrXIV,144079,144246,YNL266W,100,+,YNL266W,yiming
chrXIV,145282,145564,YNL265C,100,-,IST1,yiming
chrXIV,146616,146897,YNL264C,100,-,PDR17,yiming
chrXIV,147841,148213,YNL263C,100,-,YIF1,yiming
chrXIV,147841,148213,YNL262W,100,+,POL2,yiming
chrXIV,154881,155101,YNL261W,100,+,ORC5,yiming
chrXIV,157456,157645,YNL260C,100,-,LTO1,yiming
chrXIV,157866,158110,YNL259C,100,-,ATX1,yiming
chrXIV,160374,160632,YNL258C,100,-,DSL1,yiming
chrXIV,164321,164624,YNL257C,100,-,SIP3,yiming
chrXIV,164321,164624,YNL256W,100,+,FOL1,yiming
chrXIV,167791,168044,YNL255C,100,-,GIS2,yiming
chrXIV,169249,169949,YNL254C,100,-,RTC4,yiming
chrXIV,169319,170019,YNL253W,100,+,TEX1,yiming
chrXIV,172287,172589,YNL252C,100,-,MRPL17,yiming
chrXIV,174316,175016,YNL251C,100,-,NRD1,yiming
chrXIV,174711,175411,YNL250W,100,+,RAD50,yiming
chrXIV,181023,181362,YNL249C,100,-,MPA43,yiming
chrXIV,182609,182876,YNL248C,100,-,RPA49,yiming
chrXIV,182609,182876,unknown_2073,100,+,CRS1,yiming
chrXIV,185179,185461,YNL246W,100,+,VPS75,yiming
chrXIV,186886,187171,YNL245C,100,-,CWC25,yiming
chrXIV,187497,188052,YNL244C,100,-,SUI1,yiming
chrXIV,187497,188052,YNL243W,100,+,SLA2,yiming
chrXIV,190958,191325,YNL242W,100,+,ATG2,yiming
chrXIV,197944,198503,YNL241C,100,-,ZWF1,yiming
chrXIV,199978,200570,YNL240C,100,-,NAR1,yiming
chrXIV,199978,200570,YNL239W,100,+,LAP3,yiming
chrXIV,201934,202429,YNL238W,100,+,KEX2,yiming
chrXIV,204873,205189,YNL237W,100,+,YTP1,yiming
chrXIV,206568,206931,YNL236W,100,+,SIN4,yiming
chrXIV,209980,210234,YNL235C,100,-,YNL235C,yiming
chrXIV,209980,210234,YNL234W,100,+,YNL234W,yiming
chrXIV,211514,211923,YNL233W,100,+,BNI4,yiming
chrXIV,214601,214924,YNL232W,100,+,CSL4,yiming
chrXIV,217043,217524,YNL231C,100,-,PDR16,yiming
chrXIV,218663,219138,YNL230C,100,-,ELA1,yiming
chrXIV,220202,220646,YNL229C,100,-,URE2,yiming
chrXIV,220202,220646,YNL228W,100,+,YNL228W,yiming
chrXIV,221540,222240,YNL226W,100,+,YNL226W,yiming
chrXIV,222432,222725,YNL227C,100,-,JJJ1,yiming
chrXIV,224470,224797,YNL225C,100,-,CNM67,yiming
chrXIV,227100,227371,YNL224C,100,-,SQS1,yiming
chrXIV,227100,227371,YNL223W,100,+,ATG4,yiming
chrXIV,228855,229095,YNL222W,100,+,SSU72,yiming
chrXIV,233696,234396,YNL221C,100,-,POP1,yiming
chrXIV,233714,234414,YNL220W,100,+,ADE12,yiming
chrXIV,237664,238239,YNL219C,100,-,ALG9,yiming
chrXIV,237664,238239,YNL218W,100,+,MGS1,yiming
chrXIV,240002,240332,unknown_2103,100,+,PPN2,yiming
chrXIV,241312,241690,YNL216W,100,+,RAP1,yiming
chrXIV,244173,244469,YNL215W,100,+,IES2,yiming
chrXIV,245431,245618,YNL214W,100,+,PEX17,yiming
chrXIV,247105,247462,YNL213C,100,-,RRG9,yiming
chrXIV,247105,247462,YNL212W,100,+,VID27,yiming
chrXIV,250316,250932,YNL211C,100,-,MRX7,yiming
chrXIV,250316,250932,YNL210W,100,+,MER1,yiming
chrXIV,251744,252060,YNL209W,100,+,SSB2,yiming
chrXIV,253901,254419,YNL208W,100,+,YNL208W,yiming
chrXIV,255018,255354,YNL207W,100,+,RIO2,yiming
chrXIV,258156,258376,YNL206C,100,-,RTT106,yiming
chrXIV,258578,259278,YNL205C,100,-,YNL205C,yiming
chrXIV,259278,259440,YNL204C,100,-,SPS18,yiming
chrXIV,259278,259579,YNL202W,100,+,SPS19,yiming
chrXIV,260051,260628,YNL203C,100,-,YNL203C,yiming
chrXIV,263204,263714,YNL201C,100,-,PSY2,yiming
chrXIV,264454,264927,unknown_2120,100,-,NNR1,yiming
chrXIV,266531,267231,YNL199C,100,-,GCR2,yiming
chrXIV,266817,267517,YNL198C,100,-,YNL198C,yiming
chrXIV,269594,270276,YNL197C,100,-,WHI3,yiming
chrXIV,271172,271524,YNL196C,100,-,SLZ1,yiming
chrXIV,272309,272711,YNL195C,100,-,YNL195C,yiming
chrXIV,273616,274316,YNL194C,100,-,YNL194C,yiming
chrXIV,273669,274369,YNL193W,100,+,YNL193W,yiming
chrXIV,276045,276503,YNL192W,100,+,CHS1,yiming
chrXIV,279898,280433,YNL191W,100,+,DUG3,yiming
chrXIV,281696,282396,YNL190W,100,+,YNL190W,yiming
chrXIV,283561,284261,YNL189W,100,+,SRP1,yiming
chrXIV,285889,286309,YNL188W,100,+,KAR1,yiming
chrXIV,287610,287996,YNL187W,100,+,SWT21,yiming
chrXIV,289069,289500,YNL186W,100,+,UBP10,yiming
chrXIV,292671,293139,YNL185C,100,-,MRPL19,yiming
chrXIV,292885,293139,YNL184C,100,-,YNL184C,yiming
chrXIV,295511,295962,YNL183C,100,-,NPR1,yiming
chrXIV,297629,298329,YNL182C,100,-,IPI3,yiming
chrXIV,297637,298337,unknown_2139,100,+,PBR1,yiming
chrXIV,300651,300668,YNL180C,100,-,RHO5,yiming
chrXIV,301105,301805,YNL179C,100,-,YNL179C,yiming
chrXIV,301982,302682,YNL178W,100,+,RPS3,yiming
chrXIV,304617,305072,YNL177C,100,-,MRPL22,yiming
chrXIV,306982,307403,YNL176C,100,-,TDA7,yiming
chrXIV,307376,308076,YNL174W,100,+,YNL174W,yiming
chrXIV,308614,308959,YNL175C,100,-,NOP13,yiming
chrXIV,310059,310638,YNL173C,100,-,MDG1,yiming
chrXIV,310059,310638,YNL172W,100,+,APC1,yiming
chrXIV,315884,315980,YNL170W,100,+,YNL170W,yiming
chrXIV,315999,316171,YNL171C,100,-,YNL171C,yiming
chrXIV,317673,318032,YNL169C,100,-,PSD1,yiming
chrXIV,318811,319418,YNL168C,100,-,FMP41,yiming
chrXIV,321361,322061,YNL167C,100,-,SKO1,yiming
chrXIV,323567,323834,YNL166C,100,-,BNI5,yiming
chrXIV,323567,323834,YNL165W,100,+,YNL165W,yiming
chrXIV,326322,326743,YNL164C,100,-,IBD2,yiming
chrXIV,330075,330331,YNL163C,100,-,RIA1,yiming
chrXIV,330075,330331,YNL162W-A,100,+,YNL162W-A,yiming
chrXIV,330624,331324,YNL162W,100,+,RPL42A,yiming
chrXIV,332156,332599,YNL161W,100,+,CBK1,yiming
chrXIV,335847,336547,YNL160W,100,+,YGP1,yiming
chrXIV,339349,339614,YNL159C,100,-,ASI2,yiming
chrXIV,339349,339614,YNL158W,100,+,PGA1,yiming
chrXIV,340210,340354,YNL157W,100,+,IGO1,yiming
chrXIV,341970,342518,YNL156C,100,-,NSG2,yiming
chrXIV,341970,342518,YNL155W,100,+,CUZ1,yiming
chrXIV,345278,345671,YNL154C,100,-,YCK2,yiming
chrXIV,346060,346315,YNL153C,100,-,GIM3,yiming
chrXIV,346060,346315,YNL152W,100,+,INN1,yiming
chrXIV,348523,349223,YNL151C,100,-,RPC31,yiming
chrXIV,348553,349253,YNL150W,100,+,YNL150W,yiming
chrXIV,349758,349909,YNL149C,100,-,PGA2,yiming
chrXIV,350673,350942,YNL148C,100,-,ALF1,yiming
chrXIV,350673,350942,YNL147W,100,+,LSM7,yiming
chrXIV,351582,351717,YNL146C-A,100,-,YNL146C-A,yiming
chrXIV,351582,351717,YNL146W,100,+,YNL146W,yiming
chrXIV,352019,352416,YNL145W,100,+,MFA2,yiming
chrXIV,352532,353063,YNL144W-A,100,+,YNL144W-A,yiming
chrXIV,355044,355744,YNL144C,100,-,YNL144C,yiming
chrXIV,357188,357455,YNL143C,100,-,YNL143C,yiming
chrXIV,357188,357455,YNL142W,100,+,MEP2,yiming
chrXIV,358954,359598,YNL141W,100,+,AAH1,yiming
chrXIV,361488,362188,YNL140C,100,-,YNL140C,yiming
chrXIV,365719,366035,YNL139C,100,-,THO2,yiming
chrXIV,365719,366035,YNL138W-A,100,+,YSF3,yiming
chrXIV,366414,366743,YNL138W,100,+,SRV2,yiming
chrXIV,370057,370370,YNL137C,100,-,NAM9,yiming
chrXIV,370057,370370,YNL136W,100,+,EAF7,yiming
chrXIV,372228,372453,YNL135C,100,-,FPR1,yiming
chrXIV,373583,374173,YNL134C,100,-,YNL134C,yiming
chrXIV,374694,375323,YNL133C,100,-,FYV6,yiming
chrXIV,374694,375323,YNL132W,100,+,KRE33,yiming
chrXIV,378493,378769,YNL131W,100,+,TOM22,yiming
chrXIV,380833,381247,YNL130C,100,-,CPT1,yiming
chrXIV,381393,381482,YNL130C-A,100,-,DGR1,yiming
chrXIV,381393,381482,YNL129W,100,+,NRK1,yiming
chrXIV,382204,382361,YNL128W,100,+,TEP1,yiming
chrXIV,383665,383989,YNL127W,100,+,FAR11,yiming
chrXIV,386850,387229,YNL126W,100,+,SPC98,yiming
chrXIV,392169,392869,YNL125C,100,-,ESBP6,yiming
chrXIV,392194,392894,YNL124W,100,+,NAF1,yiming
chrXIV,394372,394687,YNL123W,100,+,NMA111,yiming
chrXIV,398372,398686,unknown_2203,100,-,MRP35,yiming
chrXIV,400539,401035,YNL121C,100,-,TOM70,yiming
chrXIV,400539,401042,YNL119W,100,+,NCS2,yiming
chrXIV,401520,402220,YNL120C,100,-,YNL120C,yiming
chrXIV,405566,406266,YNL118C,100,-,DCP2,yiming
chrXIV,405660,406360,YNL117W,100,+,MLS1,yiming
chrXIV,408024,408343,YNL116W,100,+,DMA2,yiming
chrXIV,412055,412686,YNL115C,100,-,YNL115C,yiming
chrXIV,412073,412773,YNL113W,100,+,RPC19,yiming
chrXIV,413057,413641,YNL114C,100,-,YNL114C,yiming
chrXIV,413201,413641,YNL112W,100,+,DBP2,yiming
chrXIV,417304,417828,YNL111C,100,-,CYB5,yiming
chrXIV,418490,418966,YNL110C,100,-,NOP15,yiming
chrXIV,418490,418966,YNL109W,100,+,YNL109W,yiming
chrXIV,419828,420100,YNL108C,100,-,YNL108C,yiming
chrXIV,419828,420100,YNL107W,100,+,YAF9,yiming
chrXIV,423457,424157,YNL105W,100,+,YNL105W,yiming
chrXIV,424497,424897,YNL106C,100,-,INP52,yiming
chrXIV,426021,426721,YNL103W-A,100,+,YNL103W-A,yiming
chrXIV,426756,427456,YNL104C,100,-,LEU4,yiming
chrXIV,427037,427737,YNL103W,100,+,MET4,yiming
chrXIV,429755,430089,YNL102W,100,+,POL1,yiming
chrXIV,434495,435001,YNL101W,100,+,AVT4,yiming
chrXIV,437142,437615,YNL100W,100,+,MIC27,yiming
chrXIV,439285,439604,YNL099C,100,-,OCA1,yiming
chrXIV,440572,440799,YNL098C,100,-,RAS2,yiming
chrXIV,440921,441368,YNL097C-B,100,-,YNL097C-B,yiming
chrXIV,440921,441433,YNL097W-A,100,+,YNL097W-A,yiming
chrXIV,442360,443060,YNL097C,100,-,PHO23,yiming
chrXIV,444317,444914,YNL096C,100,-,RPS7B,yiming
chrXIV,446842,447542,YNL095C,100,-,YNL095C,yiming
chrXIV,446913,447613,YNL094W,100,+,APP1,yiming
chrXIV,449376,449870,YNL093W,100,+,YPT53,yiming
chrXIV,450532,450873,YNL092W,100,+,YNL092W,yiming
chrXIV,452075,452410,YNL091W,100,+,NST1,yiming
chrXIV,456132,456567,YNL090W,100,+,RHO2,yiming
chrXIV,457171,457706,YNL089C,100,-,YNL089C,yiming
chrXIV,457171,457706,YNL088W,100,+,TOP2,yiming
chrXIV,461992,462413,YNL087W,100,+,TCB2,yiming
chrXIV,465949,466336,YNL086W,100,+,SNN1,yiming
chrXIV,466644,467133,YNL085W,100,+,MKT1,yiming
chrXIV,471104,471379,YNL084C,100,-,END3,yiming
chrXIV,471104,471379,YNL083W,100,+,SAL1,yiming
chrXIV,473016,473392,YNL082W,100,+,PMS1,yiming
chrXIV,476620,476933,YNL081C,100,-,SWS2,yiming
chrXIV,478033,478567,YNL080C,100,-,EOS1,yiming
chrXIV,479166,479769,YNL079C,100,-,TPM1,yiming
chrXIV,479166,479769,YNL078W,100,+,NIS1,yiming
chrXIV,480992,481392,YNL077W,100,+,APJ1,yiming
chrXIV,482978,483557,YNL076W,100,+,MKS1,yiming
chrXIV,485311,485608,YNL075W,100,+,IMP4,yiming
chrXIV,488125,488387,YNL074C,100,-,MLF3,yiming
chrXIV,488125,488387,YNL073W,100,+,MSK1,yiming
chrXIV,490117,490318,YNL072W,100,+,RNH201,yiming
chrXIV,491241,491524,YNL071W,100,+,LAT1,yiming
chrXIV,492972,493367,YNL070W,100,+,TOM7,yiming
chrXIV,495002,495702,YNL069C,100,-,RPL16B,yiming
chrXIV,498290,498539,YNL068C,100,-,FKH2,yiming
chrXIV,498290,498539,YNL067W-A,100,+,YNL067W-A,yiming
chrXIV,498718,499418,YNL067W-B,100,+,YNL067W-B,yiming
chrXIV,499558,499682,YNL067W,100,+,RPL9B,yiming
chrXIV,500816,501516,YNL066W,100,+,SUN4,yiming
chrXIV,503025,503725,YNL065W,100,+,AQR1,yiming
chrXIV,507098,507759,YNL064C,100,-,YDJ1,yiming
chrXIV,507098,507759,YNL063W,100,+,MTQ1,yiming
chrXIV,510213,510541,YNL062C,100,-,GCD10,yiming
chrXIV,510213,510541,YNL061W,100,+,NOP2,yiming
chrXIV,514936,515636,YNL059C,100,-,ARP5,yiming
chrXIV,515704,516404,YNL057W,100,+,YNL057W,yiming
chrXIV,516714,517250,YNL058C,100,-,YNL058C,yiming
chrXIV,516736,517250,YNL056W,100,+,OCA2,yiming
chrXIV,518846,519457,YNL055C,100,-,POR1,yiming
chrXIV,518846,519457,YNL054W-A,100,+,YNL054W-A,yiming
chrXIV,518846,519457,YNL054W-B,100,+,YNL054W-B,yiming
chrXIV,525387,526087,YNL054W,100,+,VAC7,yiming
chrXIV,529584,529943,YNL053W,100,+,MSG5,yiming
chrXIV,531412,531726,YNL052W,100,+,COX5A,yiming
chrXIV,532187,532660,YNL051W,100,+,COG5,yiming
chrXIV,534983,535282,YNL050C,100,-,YNL050C,yiming
chrXIV,537912,538174,YNL049C,100,-,SFB2,yiming
chrXIV,537912,538174,YNL048W,100,+,ALG11,yiming
chrXIV,541882,542305,YNL047C,100,-,SLM2,yiming
chrXIV,541882,542305,YNL046W,100,+,YNL046W,yiming
chrXIV,542823,542964,YNL045W,100,+,LAP2,yiming
chrXIV,544979,545269,YNL044W,100,+,YIP3,yiming
chrXIV,545910,546610,YNL043C,100,-,YNL043C,yiming
chrXIV,546414,547114,YNL042W-B,100,+,YNL042W-B,yiming
chrXIV,547401,548101,YNL042W,100,+,BOP3,yiming
chrXIV,551988,552688,YNL041C,100,-,COG6,yiming
chrXIV,552681,553381,YNL040W,100,+,YNL040W,yiming
chrXIV,554751,555049,YNL039W,100,+,BDP1,yiming
chrXIV,556833,557021,YNL038W,100,+,GPI15,yiming
chrXIV,559003,559703,YNL037C,100,-,IDH1,yiming
chrXIV,559115,559815,YNL036W,100,+,NCE103,yiming
chrXIV,569692,570392,YNL035C,100,-,YNL035C,yiming
chrXIV,569778,570478,YNL034W,100,+,YNL034W,yiming
chrXIV,572316,573000,YNL033W,100,+,YNL033W,yiming
chrXIV,573854,574507,YNL032W,100,+,SIW14,yiming
chrXIV,576051,576728,YNL031C,100,-,HHT2,yiming
chrXIV,576051,576728,YNL030W,100,+,HHF2,yiming
chrXIV,577980,578680,YNL028W,100,+,YNL028W,yiming
chrXIV,578774,579474,YNL029C,100,-,KTR5,yiming
chrXIV,578997,579581,YNL027W,100,+,CRZ1,yiming
chrXIV,581617,581921,YNL026W,100,+,SAM50,yiming
chrXIV,585292,585992,YNL025C,100,-,SSN8,yiming
chrXIV,586821,587108,YNL024C-A,100,-,KSH1,yiming
chrXIV,587848,588264,YNL024C,100,-,EFM6,yiming
chrXIV,591161,591428,YNL023C,100,-,FAP1,yiming
chrXIV,592900,593228,YNL022C,100,-,RCM1,yiming
chrXIV,592900,593228,YNL021W,100,+,HDA1,yiming
chrXIV,597540,598240,YNL020C,100,-,ARK1,yiming
chrXIV,599231,599931,YNL019C,100,-,YNL019C,yiming
chrXIV,601775,602139,YNL018C,100,-,YNL018C,yiming
chrXIV,602477,602908,YNL017C,100,-,YNL017C,yiming
chrXIV,602477,602908,YNL016W,100,+,PUB1,yiming
chrXIV,604685,605385,YNL015W,100,+,PBI2,yiming
chrXIV,605620,606320,YNL014W,100,+,HEF3,yiming
chrXIV,609511,609687,YNL013C,100,-,YNL013C,yiming
chrXIV,609511,609687,YNL012W,100,+,SPO1,yiming
chrXIV,613171,613636,YNL011C,100,-,YNL011C,yiming
chrXIV,613171,613636,unknown_2323,100,+,PYP1,yiming
chrXIV,614361,614822,YNL009W,100,+,IDP3,yiming
chrXIV,618221,618509,YNL008C,100,-,ASI3,yiming
chrXIV,619567,620069,YNL007C,100,-,SIS1,yiming
chrXIV,619567,620069,YNL006W,100,+,LST8,yiming
chrXIV,622430,622917,YNL005C,100,-,MRP7,yiming
chrXIV,622430,622917,YNL004W,100,+,HRB1,yiming
chrXIV,625831,626176,YNL003C,100,-,PET8,yiming
chrXIV,627144,627458,YNL002C,100,-,RLP7,yiming
chrXIV,627144,627458,YNL001W,100,+,DOM34,yiming
chrXIV,631063,631265,YNR001C,100,-,CIT1,yiming
chrXIV,631063,631265,YNR001W-A,100,+,YNR001W-A,yiming
chrXIV,633858,634346,YNR002C,100,-,ATO2,yiming
chrXIV,633858,634422,YNR003W-A,100,+,YNR003W-A,yiming
chrXIV,635299,635945,YNR003C,100,-,RPC34,yiming
chrXIV,635299,635945,YNR004W,100,+,SWM2,yiming
chrXIV,636385,636988,YNR006W,100,+,VPS27,yiming
chrXIV,637337,638037,YNR005C,100,-,YNR005C,yiming
chrXIV,640116,640398,YNR007C,100,-,ATG3,yiming
chrXIV,640116,640398,YNR008W,100,+,LRO1,yiming
chrXIV,642383,642692,YNR009W,100,+,NRM1,yiming
chrXIV,643441,643746,YNR010W,100,+,CSE2,yiming
chrXIV,646952,647434,YNR011C,100,-,PRP2,yiming
chrXIV,646952,647434,YNR012W,100,+,URK1,yiming
chrXIV,651714,652414,YNR013C,100,-,PHO91,yiming
chrXIV,651767,652467,YNR014W,100,+,YNR014W,yiming
chrXIV,653105,653389,YNR015W,100,+,SMM1,yiming
chrXIV,661376,662076,YNR016C,100,-,ACC1,yiming
chrXIV,662215,662915,YNR017W,100,+,TIM23,yiming
chrXIV,663583,664272,YNR018W,100,+,RCF2,yiming
chrXIV,664946,665341,YNR019W,100,+,ARE2,yiming
chrXIV,668224,668379,YNR020C,100,-,ATP23,yiming
chrXIV,668224,668379,YNR021W,100,+,YNR021W,yiming
chrXIV,670195,670420,YNR022C,100,-,MRPL50,yiming
