chr,start,end,depth,strand,annotation,sample
chrV,540439,540440,3,*,*,dsir4
chrV,540464,540465,5,*,*,dsir4
chrV,540483,540484,1,*,*,dsir4
chrV,540605,540606,1,*,*,dsir4
chrV,540648,540649,1,*,*,dsir4
chrV,540776,540777,1,*,*,dsir4
chrV,540935,540936,51,*,*,dsir4
chrV,541330,541331,2,*,*,dsir4
chrV,541358,541359,39,*,*,dsir4
chrV,541453,541454,46,*,*,dsir4
chrV,541462,541463,8,*,*,dsir4
chrV,541467,541468,9,*,*,dsir4
chrV,541488,541489,2,*,*,dsir4
chrV,541522,541523,31,*,*,dsir4
chrV,541525,541526,1,*,*,dsir4
chrV,541527,541528,231,*,*,dsir4
chrV,541563,541564,7,*,*,dsir4
chrV,541585,541586,8,*,*,dsir4
chrV,541591,541592,9,*,*,dsir4
chrV,541596,541597,9,*,*,dsir4
chrV,541596,541597,14,*,*,dsir4
chrV,541927,541928,3,*,*,dsir4
chrV,542082,542083,8,*,*,dsir4
chrV,542088,542089,1,*,*,dsir4
chrV,542233,542234,34,*,*,dsir4
chrV,542781,542782,3,*,*,dsir4
chrV,542921,542922,1,*,*,dsir4
chrV,543686,543687,8,*,*,dsir4
chrV,543890,543891,2,*,*,dsir4
chrV,544108,544109,29,*,*,dsir4
chrV,544137,544138,3,*,*,dsir4
chrV,544284,544285,4,*,*,dsir4
chrV,544380,544381,29,*,*,dsir4
chrV,544380,544381,14,*,*,dsir4
chrV,544407,544408,27,*,*,dsir4
chrV,544417,544418,2,*,*,dsir4
chrV,544436,544437,8,*,*,dsir4
chrV,544438,544439,27,*,*,dsir4
chrV,544438,544439,6,*,*,dsir4
chrV,544454,544455,3,*,*,dsir4
chrV,544492,544493,2,*,*,dsir4
chrV,544492,544493,1,*,*,dsir4
chrV,544530,544531,2,*,*,dsir4
chrV,544672,544673,8,*,*,dsir4
chrV,544715,544716,5,*,*,dsir4
chrV,544762,544763,179,*,*,dsir4
chrV,544804,544805,10,*,*,dsir4
chrV,544804,544805,14,*,*,dsir4
chrV,544817,544818,1,*,*,dsir4
chrV,544818,544819,1,*,*,dsir4
chrV,544847,544848,2,*,*,dsir4
chrV,544861,544862,16,*,*,dsir4
chrV,544862,544863,4,*,*,dsir4
chrV,544887,544888,20,*,*,dsir4
chrV,544890,544891,3,*,*,dsir4
chrV,544900,544901,10,*,*,dsir4
chrV,544900,544901,5,*,*,dsir4
chrV,544904,544905,19,*,*,dsir4
chrV,544909,544910,3,*,*,dsir4
chrV,544910,544911,5,*,*,dsir4
chrV,544918,544919,37,*,*,dsir4
chrV,544918,544919,12,*,*,dsir4
chrV,544920,544921,14,*,*,dsir4
chrV,544923,544924,25,*,*,dsir4
chrV,544938,544939,2,*,*,dsir4
chrV,544973,544974,50,*,*,dsir4
chrV,544980,544981,4,*,*,dsir4
chrV,544995,544996,87,*,*,dsir4
chrV,545006,545007,88,*,*,dsir4
chrV,545025,545026,96,*,*,dsir4
chrV,545029,545030,316,*,*,dsir4
chrV,545036,545037,2,*,*,dsir4
chrV,545039,545040,168,*,*,dsir4
chrV,545039,545040,15,*,*,dsir4
chrV,545039,545040,1,*,*,dsir4
chrV,545066,545067,55,*,*,dsir4
chrV,545076,545077,1,*,*,dsir4
chrV,545085,545086,5,*,*,dsir4
chrV,545087,545088,1053,*,*,dsir4
chrV,545087,545088,3,*,*,dsir4
chrV,545092,545093,16,*,*,dsir4
chrV,545096,545097,13,*,*,dsir4
chrV,545107,545108,8,*,*,dsir4
chrV,545107,545108,10,*,*,dsir4
chrV,545116,545117,60,*,*,dsir4
chrV,545120,545121,4,*,*,dsir4
chrV,545121,545122,5,*,*,dsir4
chrV,545121,545122,3,*,*,dsir4
chrV,545130,545131,74,*,*,dsir4
chrV,545131,545132,1371,*,*,dsir4
chrV,545132,545133,54,*,*,dsir4
chrV,545132,545133,4,*,*,dsir4
chrV,545143,545144,67,*,*,dsir4
chrV,545149,545150,3,*,*,dsir4
chrV,545151,545152,1,*,*,dsir4
chrV,545151,545152,108,*,*,dsir4
chrV,545155,545156,61,*,*,dsir4
chrV,545156,545157,10,*,*,dsir4
chrV,545230,545231,66,*,*,dsir4
chrV,545247,545248,7,*,*,dsir4
chrV,545266,545267,38,*,*,dsir4
chrV,545292,545293,109,*,*,dsir4
chrV,545292,545293,1,*,*,dsir4
chrV,545300,545301,258,*,*,dsir4
chrV,545334,545335,73,*,*,dsir4
chrV,545335,545336,1,*,*,dsir4
chrV,545335,545336,204,*,*,dsir4
chrV,545343,545344,11,*,*,dsir4
chrV,545344,545345,59,*,*,dsir4
chrV,545345,545346,256,*,*,dsir4
chrV,545348,545349,33,*,*,dsir4
chrV,545348,545349,11,*,*,dsir4
chrV,545349,545350,39,*,*,dsir4
chrV,545349,545350,8,*,*,dsir4
chrV,545355,545356,39,*,*,dsir4
chrV,545359,545360,21,*,*,dsir4
chrV,545365,545366,15,*,*,dsir4
chrV,545366,545367,2,*,*,dsir4
chrV,545388,545389,24,*,*,dsir4
chrV,545404,545405,63,*,*,dsir4
chrV,545417,545418,2,*,*,dsir4
chrV,545419,545420,6,*,*,dsir4
chrV,545426,545427,6,*,*,dsir4
chrV,545428,545429,45,*,*,dsir4
chrV,545432,545433,1,*,*,dsir4
chrV,545433,545434,17,*,*,dsir4
chrV,545446,545447,3,*,*,dsir4
chrV,545448,545449,1,*,*,dsir4
chrV,545458,545459,8,*,*,dsir4
chrV,545461,545462,7,*,*,dsir4
chrV,545477,545478,28,*,*,dsir4
chrV,545480,545481,19,*,*,dsir4
chrV,545485,545486,24,*,*,dsir4
chrV,545490,545491,9,*,*,dsir4
chrV,545491,545492,12,*,*,dsir4
chrV,545497,545498,2,*,*,dsir4
chrV,545498,545499,33,*,*,dsir4
chrV,545499,545500,3,*,*,dsir4
chrV,545499,545500,21,*,*,dsir4
chrV,545500,545501,2,*,*,dsir4
chrV,545500,545501,24,*,*,dsir4
chrV,545500,545501,64,*,*,dsir4
chrV,545502,545503,67,*,*,dsir4
chrV,545514,545515,107,*,*,dsir4
chrV,545514,545515,118,*,*,dsir4
chrV,545536,545537,21,*,*,dsir4
chrV,545537,545538,24,*,*,dsir4
chrV,545537,545538,1,*,*,dsir4
chrV,545565,545566,36,*,*,dsir4
chrV,545588,545589,7,*,*,dsir4
chrV,545976,545977,2,*,*,dsir4
chrV,546027,546028,7,*,*,dsir4
chrV,546128,546129,1,*,*,dsir4
chrV,546193,546194,16,*,*,dsir4
chrV,546209,546210,4,*,*,dsir4
chrV,546309,546310,8,*,*,dsir4
chrV,546526,546527,7,*,*,dsir4
chrV,546560,546561,3,*,*,dsir4
chrV,546569,546570,1,*,*,dsir4
chrV,546571,546572,490,*,*,dsir4
chrV,546576,546577,1,*,*,dsir4
chrV,546584,546585,32,*,*,dsir4
chrV,546584,546585,1,*,*,dsir4
chrV,546584,546585,256,*,*,dsir4
chrV,546585,546586,1,*,*,dsir4
chrV,546585,546586,60,*,*,dsir4
chrV,546598,546599,28,*,*,dsir4
chrV,546598,546599,1,*,*,dsir4
chrV,546599,546600,28,*,*,dsir4
chrV,546599,546600,73,*,*,dsir4
chrV,546600,546601,3,*,*,dsir4
chrV,546617,546618,20,*,*,dsir4
chrV,546618,546619,11,*,*,dsir4
chrV,546680,546681,5,*,*,dsir4
chrV,546702,546703,39,*,*,dsir4
chrV,546710,546711,1,*,*,dsir4
chrV,546711,546712,73,*,*,dsir4
chrV,546714,546715,10,*,*,dsir4
chrV,546716,546717,1,*,*,dsir4
chrV,546739,546740,16,*,*,dsir4
chrV,546765,546766,18,*,*,dsir4
chrV,546767,546768,1,*,*,dsir4
chrV,546789,546790,6,*,*,dsir4
chrV,546806,546807,8,*,*,dsir4
chrV,546811,546812,7,*,*,dsir4
chrV,546920,546921,6,*,*,dsir4
chrV,547364,547365,1,*,*,dsir4
chrV,547584,547585,12,*,*,dsir4
chrV,548191,548192,2,*,*,dsir4
chrV,548194,548195,12,*,*,dsir4
chrV,548194,548195,1,*,*,dsir4
chrV,548253,548254,7,*,*,dsir4
chrV,548288,548289,1,*,*,dsir4
chrV,548306,548307,4,*,*,dsir4
chrV,549202,549203,2,*,*,dsir4
chrV,549349,549350,2,*,*,dsir4
chrV,549503,549504,7,*,*,dsir4
chrV,549807,549808,10,*,*,dsir4
chrV,550048,550049,5,*,*,dsir4
chrV,550056,550057,43,*,*,dsir4
chrV,550181,550182,102,*,*,dsir4
chrV,550467,550468,9,*,*,dsir4
chrV,550776,550777,3,*,*,dsir4
chrV,550805,550806,48,*,*,dsir4
chrV,550829,550830,6,*,*,dsir4
chrV,551200,551201,7,*,*,dsir4
chrV,551201,551202,11,*,*,dsir4
chrV,551201,551202,2,*,*,dsir4
chrV,551204,551205,13,*,*,dsir4
chrV,551236,551237,9,*,*,dsir4
chrV,551253,551254,46,*,*,dsir4
chrV,551623,551624,2,*,*,dsir4
chrV,551648,551649,12,*,*,dsir4
chrV,551938,551939,1,*,*,dsir4
chrV,552096,552097,5,*,*,dsir4
chrV,552654,552655,2,*,*,dsir4
chrV,552766,552767,4,*,*,dsir4
chrV,553549,553550,1,*,*,dsir4
chrV,553926,553927,1,*,*,dsir4
chrV,554071,554072,12,*,*,dsir4
chrV,554745,554746,19,*,*,dsir4
chrV,554816,554817,11,*,*,dsir4
chrV,555285,555286,1,*,*,dsir4
chrV,555322,555323,101,*,*,dsir4
chrV,555927,555928,2,*,*,dsir4
chrV,556091,556092,5,*,*,dsir4
chrV,556118,556119,8,*,*,dsir4
chrV,556191,556192,1,*,*,dsir4
chrV,556340,556341,2,*,*,dsir4
chrV,556481,556482,12,*,*,dsir4
chrV,556518,556519,4,*,*,dsir4
chrV,556532,556533,11,*,*,dsir4
chrV,557249,557250,83,*,*,dsir4
chrV,557251,557252,1,*,*,dsir4
chrV,557265,557266,18,*,*,dsir4
chrV,557361,557362,10,*,*,dsir4
chrV,557531,557532,15,*,*,dsir4
chrV,557748,557749,18,*,*,dsir4
chrV,558286,558287,11,*,*,dsir4
chrV,558370,558371,23,*,*,dsir4
chrV,558449,558450,10,*,*,dsir4
chrV,558458,558459,13,*,*,dsir4
chrV,558464,558465,219,*,*,dsir4
chrV,558678,558679,198,*,*,dsir4
chrV,558680,558681,3,*,*,dsir4
chrV,558740,558741,1,*,*,dsir4
chrV,558766,558767,24,*,*,dsir4
chrV,558795,558796,33,*,*,dsir4
chrV,558816,558817,2,*,*,dsir4
chrV,558863,558864,8,*,*,dsir4
chrV,558875,558876,45,*,*,dsir4
chrV,558988,558989,1,*,*,dsir4
chrV,559130,559131,28,*,*,dsir4
chrV,559131,559132,70,*,*,dsir4
chrV,559164,559165,7,*,*,dsir4
chrV,559199,559200,20,*,*,dsir4
chrV,559207,559208,2,*,*,dsir4
chrV,559216,559217,31,*,*,dsir4
chrV,559217,559218,47,*,*,dsir4
chrV,559260,559261,13,*,*,dsir4
chrV,559420,559421,6,*,*,dsir4
chrV,559889,559890,1,*,*,dsir4
chrV,560448,560449,11,*,*,dsir4
chrV,560471,560472,3,*,*,dsir4
chrV,560480,560481,2,*,*,dsir4
chrV,560505,560506,4,*,*,dsir4
chrV,560506,560507,2,*,*,dsir4
chrV,560511,560512,11,*,*,dsir4
chrV,560525,560526,4,*,*,dsir4
chrV,560565,560566,1,*,*,dsir4
chrV,560590,560591,2,*,*,dsir4
chrV,560922,560923,1,*,*,dsir4
chrV,561118,561119,12,*,*,dsir4
chrV,561599,561600,2,*,*,dsir4
chrV,561825,561826,5,*,*,dsir4
chrV,561976,561977,1,*,*,dsir4
chrV,562082,562083,5,*,*,dsir4
chrV,562355,562356,2,*,*,dsir4
chrV,562638,562639,3,*,*,dsir4
chrV,562830,562831,29,*,*,dsir4
chrV,562832,562833,202,*,*,dsir4
chrV,562839,562840,15,*,*,dsir4
chrV,562882,562883,12,*,*,dsir4
chrV,562923,562924,156,*,*,dsir4
chrV,562925,562926,30,*,*,dsir4
chrV,562979,562980,2,*,*,dsir4
chrV,563102,563103,5,*,*,dsir4
chrV,563226,563227,2,*,*,dsir4
chrV,564100,564101,57,*,*,dsir4
chrV,564419,564420,2,*,*,dsir4
chrV,565012,565013,2,*,*,dsir4
chrV,565013,565014,3,*,*,dsir4
chrV,565069,565070,1,*,*,dsir4
chrV,565149,565150,4,*,*,dsir4
chrV,565156,565157,2,*,*,dsir4
chrV,565306,565307,1,*,*,dsir4
chrV,565396,565397,2,*,*,dsir4
chrV,565412,565413,1,*,*,dsir4
chrV,565433,565434,3,*,*,dsir4
chrV,565479,565480,4,*,*,dsir4
chrV,565479,565480,1,*,*,dsir4
chrV,565480,565481,25,*,*,dsir4
chrV,565487,565488,63,*,*,dsir4
chrV,565495,565496,4,*,*,dsir4
chrV,565501,565502,15,*,*,dsir4
chrV,565520,565521,1,*,*,dsir4
chrV,565625,565626,1,*,*,dsir4
chrV,565691,565692,1,*,*,dsir4
chrV,566681,566682,138,*,*,dsir4
chrV,566681,566682,158,*,*,dsir4
chrV,566681,566682,80,*,*,dsir4
chrV,566681,566682,200,*,*,dsir4
chrV,566802,566803,1,*,*,dsir4
chrV,566849,566850,2,*,*,dsir4
chrV,566893,566894,4,*,*,dsir4
chrV,566898,566899,3,*,*,dsir4
chrV,566902,566903,4,*,*,dsir4
chrV,566933,566934,2,*,*,dsir4
chrV,567020,567021,7,*,*,dsir4
chrV,567081,567082,1,*,*,dsir4
chrV,567082,567083,25,*,*,dsir4
chrV,567472,567473,5,*,*,dsir4
chrV,567475,567476,7,*,*,dsir4
chrV,567629,567630,5,*,*,dsir4
chrV,567629,567630,68,*,*,dsir4
chrV,567634,567635,4,*,*,dsir4
chrV,567634,567635,150,*,*,dsir4
chrV,567657,567658,12,*,*,dsir4
chrV,567669,567670,154,*,*,dsir4
chrV,567670,567671,1,*,*,dsir4
chrV,567704,567705,24,*,*,dsir4
chrV,567704,567705,44,*,*,dsir4
chrV,567720,567721,7,*,*,dsir4
chrV,567724,567725,55,*,*,dsir4
chrV,567745,567746,1,*,*,dsir4
chrV,567757,567758,99,*,*,dsir4
chrV,567757,567758,209,*,*,dsir4
chrV,567757,567758,1,*,*,dsir4
chrV,567766,567767,1,*,*,dsir4
chrV,567767,567768,5,*,*,dsir4
chrV,567770,567771,5,*,*,dsir4
chrV,567775,567776,26,*,*,dsir4
chrV,567788,567789,1,*,*,dsir4
chrV,567788,567789,9,*,*,dsir4
chrV,568013,568014,9,*,*,dsir4
chrV,568016,568017,5,*,*,dsir4
chrV,568248,568249,19,*,*,dsir4
chrV,568314,568315,8,*,*,dsir4
chrV,568387,568388,8,*,*,dsir4
chrV,568544,568545,1,*,*,dsir4
chrV,568820,568821,1,*,*,dsir4
chrV,568885,568886,9,*,*,dsir4
chrV,569007,569008,10,*,*,dsir4
chrV,569518,569519,9,*,*,dsir4
chrV,569522,569523,5,*,*,dsir4
chrV,569534,569535,1,*,*,dsir4
chrV,569575,569576,2,*,*,dsir4
chrV,569580,569581,1,*,*,dsir4
chrV,569597,569598,3,*,*,dsir4
chrV,569747,569748,1,*,*,dsir4
chrV,569883,569884,1,*,*,dsir4
chrV,569890,569891,1,*,*,dsir4
chrV,570084,570085,1,*,*,dsir4
chrV,570084,570085,1,*,*,dsir4
chrV,570086,570087,1,*,*,dsir4
chrV,570348,570349,2,*,*,dsir4
chrV,570384,570385,1,*,*,dsir4
chrV,570452,570453,1,*,*,dsir4
chrV,570489,570490,1,*,*,dsir4
chrV,570505,570506,1,*,*,dsir4
chrV,570582,570583,50,*,*,dsir4
chrV,570582,570583,1,*,*,dsir4
chrV,570582,570583,1,*,*,dsir4
chrV,570583,570584,1,*,*,dsir4
chrV,570585,570586,39,*,*,dsir4
chrV,570590,570591,5,*,*,dsir4
chrV,570597,570598,21,*,*,dsir4
chrV,570597,570598,1,*,*,dsir4
chrV,570604,570605,3,*,*,dsir4
chrV,570605,570606,3,*,*,dsir4
chrV,570610,570611,9,*,*,dsir4
chrV,570611,570612,406,*,*,dsir4
chrV,570614,570615,69,*,*,dsir4
chrV,570614,570615,2,*,*,dsir4
chrV,570614,570615,1,*,*,dsir4
chrV,570924,570925,12,*,*,dsir4
chrV,570939,570940,2,*,*,dsir4
chrV,570961,570962,81,*,*,dsir4
chrV,570961,570962,1,*,*,dsir4
chrV,571004,571005,2,*,*,dsir4
chrV,571358,571359,1,*,*,dsir4
chrV,571452,571453,2,*,*,dsir4
chrV,571582,571583,12,*,*,dsir4
chrV,571587,571588,1,*,*,dsir4
chrV,572322,572323,11,*,*,dsir4
chrV,572711,572712,4,*,*,dsir4
chrV,573317,573318,1,*,*,dsir4
chrV,573373,573374,1,*,*,dsir4
chrV,576280,576281,1,*,*,dsir4
chrV,576321,576322,6,*,*,dsir4
chrV,576462,576463,1,*,*,dsir4
chrV,576467,576468,3,*,*,dsir4
chrV,576797,576798,3,*,*,dsir4
chrV,576797,576798,6,*,*,dsir4
chrV,576798,576799,1,*,*,dsir4
chrV,576855,576856,1,*,*,dsir4
chrVI,251,252,1,*,*,dsir4
chrVI,255,256,1,*,*,dsir4
chrVI,405,406,15,*,*,dsir4
chrVI,556,557,6,*,*,dsir4
chrVI,556,557,12,*,*,dsir4
chrVI,556,557,37,*,*,dsir4
chrVI,622,623,2,*,*,dsir4
chrVI,2094,2095,2,*,*,dsir4
chrVI,2099,2100,30,*,*,dsir4
chrVI,2207,2208,2,*,*,dsir4
chrVI,2209,2210,1,*,*,dsir4
chrVI,2276,2277,1,*,*,dsir4
chrVI,2350,2351,1,*,*,dsir4
chrVI,2548,2549,1,*,*,dsir4
chrVI,2632,2633,1,*,*,dsir4
chrVI,2706,2707,1,*,*,dsir4
chrVI,2767,2768,1,*,*,dsir4
chrVI,3042,3043,3,*,*,dsir4
chrVI,4146,4147,3,*,*,dsir4
chrVI,4220,4221,35,*,*,dsir4
chrVI,4220,4221,2,*,*,dsir4
chrVI,4268,4269,150,*,*,dsir4
chrVI,4272,4273,26,*,*,dsir4
chrVI,4272,4273,29,*,*,dsir4
chrVI,4277,4278,14,*,*,dsir4
chrVI,4282,4283,10,*,*,dsir4
chrVI,4286,4287,2,*,*,dsir4
chrVI,4288,4289,61,*,*,dsir4
chrVI,4289,4290,1,*,*,dsir4
chrVI,4310,4311,243,*,*,dsir4
chrVI,4310,4311,102,*,*,dsir4
chrVI,4310,4311,293,*,*,dsir4
chrVI,4310,4311,127,*,*,dsir4
chrVI,4311,4312,3,*,*,dsir4
chrVI,4311,4312,211,*,*,dsir4
chrVI,4316,4317,35,*,*,dsir4
chrVI,4324,4325,57,*,*,dsir4
chrVI,4325,4326,3,*,*,dsir4
chrVI,4344,4345,2,*,*,dsir4
chrVI,4385,4386,1,*,*,dsir4
chrVI,4385,4386,2,*,*,dsir4
chrVI,4388,4389,1,*,*,dsir4
chrVI,4389,4390,42,*,*,dsir4
chrVI,4392,4393,1,*,*,dsir4
chrVI,4392,4393,9,*,*,dsir4
chrVI,4392,4393,6,*,*,dsir4
chrVI,4393,4394,2,*,*,dsir4
chrVI,4401,4402,5,*,*,dsir4
chrVI,4401,4402,4,*,*,dsir4
chrVI,4401,4402,1,*,*,dsir4
chrVI,4401,4402,4,*,*,dsir4
chrVI,4404,4405,8,*,*,dsir4
chrVI,4404,4405,40,*,*,dsir4
chrVI,4404,4405,1,*,*,dsir4
chrVI,4404,4405,15,*,*,dsir4
chrVI,4405,4406,21,*,*,dsir4
chrVI,4405,4406,31,*,*,dsir4
chrVI,4405,4406,16,*,*,dsir4
chrVI,4405,4406,27,*,*,dsir4
chrVI,4409,4410,7,*,*,dsir4
chrVI,4484,4485,2,*,*,dsir4
chrVI,4555,4556,2,*,*,dsir4
chrVI,4613,4614,3,*,*,dsir4
chrVI,5473,5474,1,*,*,dsir4
chrVI,5831,5832,4,*,*,dsir4
chrVI,6276,6277,14,*,*,dsir4
chrVI,6298,6299,35,*,*,dsir4
chrVI,6302,6303,32,*,*,dsir4
chrVI,6328,6329,1,*,*,dsir4
chrVI,6329,6330,2,*,*,dsir4
chrVI,6335,6336,2,*,*,dsir4
chrVI,6336,6337,4,*,*,dsir4
chrVI,6359,6360,63,*,*,dsir4
chrVI,6359,6360,10,*,*,dsir4
chrVI,6359,6360,1,*,*,dsir4
chrVI,6368,6369,8,*,*,dsir4
chrVI,6379,6380,2,*,*,dsir4
chrVI,6389,6390,5,*,*,dsir4
chrVI,6401,6402,5,*,*,dsir4
chrVI,6403,6404,1,*,*,dsir4
chrVI,6488,6489,1,*,*,dsir4
chrVI,6513,6514,1,*,*,dsir4
chrVI,6514,6515,8,*,*,dsir4
chrVI,6565,6566,2,*,*,dsir4
chrVI,7033,7034,3,*,*,dsir4
chrVI,7468,7469,13,*,*,dsir4
chrVI,7672,7673,1,*,*,dsir4
chrVI,7753,7754,2,*,*,dsir4
chrVI,7821,7822,2,*,*,dsir4
chrVI,8348,8349,7,*,*,dsir4
chrVI,8618,8619,2,*,*,dsir4
chrVI,8697,8698,7,*,*,dsir4
chrVI,8934,8935,1,*,*,dsir4
chrVI,8935,8936,10,*,*,dsir4
chrVI,9097,9098,4,*,*,dsir4
chrVI,9127,9128,5,*,*,dsir4
chrVI,12547,12548,4,*,*,dsir4
chrVI,13247,13248,19,*,*,dsir4
chrVI,13253,13254,1,*,*,dsir4
chrVI,14025,14026,55,*,*,dsir4
chrVI,14147,14148,11,*,*,dsir4
chrVI,14206,14207,3,*,*,dsir4
chrVI,14293,14294,6,*,*,dsir4
chrVI,14447,14448,1,*,*,dsir4
chrVI,14527,14528,4,*,*,dsir4
chrVI,14531,14532,2,*,*,dsir4
chrVI,14544,14545,4,*,*,dsir4
chrVI,14545,14546,1,*,*,dsir4
chrVI,14545,14546,1,*,*,dsir4
chrVI,14545,14546,1,*,*,dsir4
chrVI,14617,14618,66,*,*,dsir4
chrVI,14664,14665,8,*,*,dsir4
chrVI,14719,14720,10,*,*,dsir4
chrVI,15067,15068,1,*,*,dsir4
chrVI,15397,15398,4,*,*,dsir4
chrVI,15425,15426,11,*,*,dsir4
chrVI,15537,15538,38,*,*,dsir4
chrVI,15792,15793,2,*,*,dsir4
chrVI,16289,16290,6,*,*,dsir4
chrVI,16474,16475,2,*,*,dsir4
chrVI,16556,16557,1,*,*,dsir4
chrVI,16610,16611,55,*,*,dsir4
chrVI,16612,16613,38,*,*,dsir4
chrVI,16622,16623,17,*,*,dsir4
chrVI,16627,16628,11,*,*,dsir4
chrVI,16658,16659,2,*,*,dsir4
chrVI,16658,16659,6,*,*,dsir4
chrVI,16699,16700,1,*,*,dsir4
chrVI,17773,17774,70,*,*,dsir4
chrVI,18057,18058,10,*,*,dsir4
chrVI,18457,18458,3,*,*,dsir4
chrVI,18792,18793,1,*,*,dsir4
chrVI,19145,19146,4,*,*,dsir4
chrVI,19175,19176,7,*,*,dsir4
chrVI,19577,19578,15,*,*,dsir4
chrVI,19685,19686,2,*,*,dsir4
chrVI,20162,20163,3,*,*,dsir4
chrVI,20647,20648,8,*,*,dsir4
chrVI,20974,20975,15,*,*,dsir4
chrVI,21638,21639,1,*,*,dsir4
chrVI,22086,22087,48,*,*,dsir4
chrVI,22088,22089,59,*,*,dsir4
chrVI,22217,22218,57,*,*,dsir4
chrVI,22396,22397,4,*,*,dsir4
chrVI,22724,22725,1,*,*,dsir4
chrVI,22816,22817,10,*,*,dsir4
chrVI,22910,22911,9,*,*,dsir4
chrVI,22917,22918,20,*,*,dsir4
chrVI,22919,22920,3,*,*,dsir4
chrVI,22923,22924,1,*,*,dsir4
chrVI,22988,22989,4,*,*,dsir4
chrVI,23058,23059,10,*,*,dsir4
chrVI,24511,24512,95,*,*,dsir4
chrVI,24513,24514,4,*,*,dsir4
chrVI,24553,24554,1,*,*,dsir4
chrVI,24957,24958,115,*,*,dsir4
chrVI,25288,25289,1,*,*,dsir4
chrVI,25498,25499,1,*,*,dsir4
chrVI,25581,25582,2,*,*,dsir4
chrVI,26550,26551,53,*,*,dsir4
chrVI,26769,26770,3,*,*,dsir4
chrVI,27041,27042,108,*,*,dsir4
chrVI,27488,27489,1,*,*,dsir4
chrVI,27946,27947,75,*,*,dsir4
chrVI,27977,27978,8,*,*,dsir4
chrVI,28040,28041,128,*,*,dsir4
chrVI,28125,28126,13,*,*,dsir4
chrVI,28148,28149,3,*,*,dsir4
chrVI,28155,28156,77,*,*,dsir4
chrVI,28354,28355,3,*,*,dsir4
chrVI,29065,29066,1,*,*,dsir4
chrVI,29065,29066,11,*,*,dsir4
chrVI,29780,29781,4,*,*,dsir4
chrVI,30117,30118,3,*,*,dsir4
chrVI,30877,30878,16,*,*,dsir4
chrVI,31428,31429,1,*,*,dsir4
chrVI,32125,32126,17,*,*,dsir4
chrVI,32140,32141,14,*,*,dsir4
chrVI,32149,32150,6,*,*,dsir4
chrVI,32154,32155,9,*,*,dsir4
chrVI,32154,32155,10,*,*,dsir4
chrVI,32157,32158,13,*,*,dsir4
chrVI,32255,32256,11,*,*,dsir4
chrVI,32265,32266,7,*,*,dsir4
chrVI,32379,32380,3,*,*,dsir4
chrVI,32546,32547,175,*,*,dsir4
chrVI,32654,32655,13,*,*,dsir4
chrVI,32674,32675,1,*,*,dsir4
chrVI,34220,34221,1,*,*,dsir4
chrVI,34896,34897,5,*,*,dsir4
chrVI,35527,35528,1,*,*,dsir4
chrVI,35528,35529,126,*,*,dsir4
chrVI,36634,36635,3,*,*,dsir4
chrVI,36668,36669,3,*,*,dsir4
chrVI,36729,36730,2,*,*,dsir4
chrVI,36790,36791,5,*,*,dsir4
chrVI,36819,36820,1,*,*,dsir4
chrVI,36926,36927,7,*,*,dsir4
chrVI,36958,36959,11,*,*,dsir4
chrVI,37231,37232,3,*,*,dsir4
chrVI,37550,37551,11,*,*,dsir4
chrVI,37770,37771,271,*,*,dsir4
chrVI,37897,37898,4,*,*,dsir4
chrVI,37935,37936,4,*,*,dsir4
chrVI,38454,38455,6,*,*,dsir4
chrVI,38454,38455,30,*,*,dsir4
chrVI,39839,39840,1,*,*,dsir4
chrVI,40176,40177,11,*,*,dsir4
chrVI,40260,40261,2,*,*,dsir4
chrVI,40267,40268,4,*,*,dsir4
chrVI,40356,40357,1,*,*,dsir4
chrVI,40376,40377,15,*,*,dsir4
chrVI,40603,40604,212,*,*,dsir4
chrVI,41019,41020,2,*,*,dsir4
chrVI,41832,41833,5,*,*,dsir4
chrVI,43030,43031,19,*,*,dsir4
chrVI,43485,43486,1,*,*,dsir4
chrVI,43864,43865,60,*,*,dsir4
chrVI,44415,44416,28,*,*,dsir4
chrVI,44478,44479,72,*,*,dsir4
chrVI,44508,44509,45,*,*,dsir4
chrVI,44512,44513,1,*,*,dsir4
chrVI,44522,44523,6,*,*,dsir4
chrVI,44531,44532,10,*,*,dsir4
chrVI,44536,44537,6,*,*,dsir4
chrVI,44541,44542,2,*,*,dsir4
chrVI,44545,44546,5,*,*,dsir4
chrVI,44583,44584,4,*,*,dsir4
chrVI,44593,44594,1,*,*,dsir4
chrVI,44746,44747,6,*,*,dsir4
chrVI,44794,44795,1,*,*,dsir4
chrVI,44794,44795,74,*,*,dsir4
chrVI,44884,44885,51,*,*,dsir4
chrVI,44898,44899,9,*,*,dsir4
chrVI,44977,44978,2,*,*,dsir4
chrVI,45030,45031,71,*,*,dsir4
chrVI,45073,45074,1,*,*,dsir4
chrVI,45073,45074,88,*,*,dsir4
chrVI,45140,45141,21,*,*,dsir4
chrVI,45153,45154,133,*,*,dsir4
chrVI,45154,45155,2,*,*,dsir4
chrVI,45681,45682,4,*,*,dsir4
chrVI,47090,47091,4,*,*,dsir4
chrVI,47461,47462,49,*,*,dsir4
chrVI,47796,47797,5,*,*,dsir4
chrVI,48705,48706,21,*,*,dsir4
chrVI,49120,49121,8,*,*,dsir4
chrVI,49419,49420,7,*,*,dsir4
