chr,start,end,depth,strand,annotation,sample
chrVII,150666,150667,5,*,*,adh1
chrVII,150722,150723,1,*,*,adh1
chrVII,150831,150832,290,*,*,adh1
chrVII,150893,150894,1,*,*,adh1
chrVII,150954,150955,45,*,*,adh1
chrVII,151059,151060,89,*,*,adh1
chrVII,151206,151207,1,*,*,adh1
chrVII,151580,151581,136,*,*,adh1
chrVII,151690,151691,502,*,*,adh1
chrVII,152336,152337,4,*,*,adh1
chrVII,152632,152633,102,*,*,adh1
chrVII,154216,154217,101,*,*,adh1
chrVII,154751,154752,9,*,*,adh1
chrVII,154958,154959,7,*,*,adh1
chrVII,155803,155804,191,*,*,adh1
chrVII,156040,156041,1,*,*,adh1
chrVII,156186,156187,1,*,*,adh1
chrVII,156195,156196,18,*,*,adh1
chrVII,156196,156197,36,*,*,adh1
chrVII,156306,156307,58,*,*,adh1
chrVII,156320,156321,1,*,*,adh1
chrVII,156347,156348,1261,*,*,adh1
chrVII,156351,156352,75,*,*,adh1
chrVII,156364,156365,504,*,*,adh1
chrVII,156365,156366,4,*,*,adh1
chrVII,156370,156371,29,*,*,adh1
chrVII,157517,157518,2,*,*,adh1
chrVII,157518,157519,163,*,*,adh1
chrVII,157833,157834,41,*,*,adh1
chrVII,158437,158438,62,*,*,adh1
chrVII,159157,159158,2,*,*,adh1
chrVII,159285,159286,431,*,*,adh1
chrVII,159417,159418,132,*,*,adh1
chrVII,159426,159427,22,*,*,adh1
chrVII,159426,159427,530,*,*,adh1
chrVII,159439,159440,129,*,*,adh1
chrVII,160644,160645,4,*,*,adh1
chrVII,161918,161919,263,*,*,adh1
chrVII,163063,163064,3,*,*,adh1
chrVII,165449,165450,112,*,*,adh1
chrVII,165453,165454,83,*,*,adh1
chrVII,165498,165499,121,*,*,adh1
chrVII,165571,165572,32,*,*,adh1
chrVII,165599,165600,579,*,*,adh1
chrVII,165875,165876,14,*,*,adh1
chrVII,165881,165882,3,*,*,adh1
chrVII,165930,165931,26,*,*,adh1
chrVII,165934,165935,2,*,*,adh1
chrVII,166133,166134,97,*,*,adh1
chrVII,166171,166172,2,*,*,adh1
chrVII,166197,166198,39,*,*,adh1
chrVII,166208,166209,3,*,*,adh1
chrVII,166209,166210,2536,*,*,adh1
chrVII,166210,166211,3,*,*,adh1
chrVII,166257,166258,85,*,*,adh1
chrVII,166278,166279,7,*,*,adh1
chrVII,166282,166283,4,*,*,adh1
chrVII,166287,166288,9,*,*,adh1
chrVII,166337,166338,391,*,*,adh1
chrVII,166754,166755,1,*,*,adh1
chrVII,167064,167065,92,*,*,adh1
chrVII,167065,167066,2,*,*,adh1
chrVII,167165,167166,7,*,*,adh1
chrVII,167477,167478,9,*,*,adh1
chrVII,167623,167624,1,*,*,adh1
chrVII,167625,167626,485,*,*,adh1
chrVII,167916,167917,199,*,*,adh1
chrVII,167941,167942,312,*,*,adh1
chrVII,168058,168059,10,*,*,adh1
chrVII,168083,168084,5,*,*,adh1
chrVII,170636,170637,1,*,*,adh1
chrVII,170689,170690,1,*,*,adh1
chrVII,170885,170886,1,*,*,adh1
chrVII,171225,171226,19,*,*,adh1
chrVII,171858,171859,2,*,*,adh1
chrVII,173183,173184,172,*,*,adh1
chrVII,173232,173233,11,*,*,adh1
chrVII,174116,174117,3,*,*,adh1
chrVII,174333,174334,357,*,*,adh1
chrVII,174335,174336,1,*,*,adh1
chrVII,174670,174671,11,*,*,adh1
chrVII,176430,176431,2,*,*,adh1
chrVII,178209,178210,6,*,*,adh1
chrVII,179767,179768,9,*,*,adh1
chrVII,179897,179898,16,*,*,adh1
chrVII,180278,180279,1,*,*,adh1
chrVII,180328,180329,2073,*,*,adh1
chrVII,180554,180555,61,*,*,adh1
chrVII,180943,180944,1,*,*,adh1
chrVII,181076,181077,956,*,*,adh1
chrVII,181377,181378,9,*,*,adh1
chrVII,181960,181961,1,*,*,adh1
chrVII,182071,182072,7,*,*,adh1
chrVII,182155,182156,18,*,*,adh1
chrVII,182259,182260,1,*,*,adh1
chrVII,182342,182343,1,*,*,adh1
chrVII,184303,184304,7,*,*,adh1
chrVII,184990,184991,3,*,*,adh1
chrVII,185476,185477,61,*,*,adh1
chrVII,185667,185668,57,*,*,adh1
chrVII,186030,186031,481,*,*,adh1
chrVII,187428,187429,1,*,*,adh1
chrVII,189954,189955,376,*,*,adh1
chrVII,190274,190275,60,*,*,adh1
chrVII,190608,190609,4,*,*,adh1
chrVII,190830,190831,13,*,*,adh1
chrVII,190904,190905,28,*,*,adh1
chrVII,190951,190952,5,*,*,adh1
chrVII,190982,190983,7,*,*,adh1
chrVII,191676,191677,2,*,*,adh1
chrVII,191721,191722,6,*,*,adh1
chrVII,191921,191922,6,*,*,adh1
chrVII,191922,191923,2,*,*,adh1
chrVII,191969,191970,114,*,*,adh1
chrVII,192397,192398,14,*,*,adh1
chrVII,195191,195192,26,*,*,adh1
chrVII,196591,196592,48,*,*,adh1
chrVII,196679,196680,3,*,*,adh1
chrVII,196712,196713,32,*,*,adh1
chrVII,196827,196828,263,*,*,adh1
chrVII,196900,196901,241,*,*,adh1
chrVII,196901,196902,1,*,*,adh1
chrVII,196948,196949,5,*,*,adh1
chrVII,197125,197126,5,*,*,adh1
chrVII,197177,197178,24,*,*,adh1
chrVII,197364,197365,1,*,*,adh1
chrVII,197437,197438,64,*,*,adh1
chrVII,197479,197480,828,*,*,adh1
chrVII,197493,197494,168,*,*,adh1
chrVII,197494,197495,2,*,*,adh1
chrVII,197539,197540,53,*,*,adh1
chrVII,197566,197567,3,*,*,adh1
chrVII,197637,197638,1,*,*,adh1
chrVII,198035,198036,33,*,*,adh1
chrVII,198060,198061,20,*,*,adh1
chrVII,198068,198069,2,*,*,adh1
chrVII,198241,198242,734,*,*,adh1
chrVII,198981,198982,35,*,*,adh1
chrVII,199206,199207,1,*,*,adh1
chrVII,199414,199415,3,*,*,adh1
chrVII,199765,199766,17,*,*,adh1
chrVII,200297,200298,46,*,*,adh1
chrVII,200503,200504,186,*,*,adh1
chrVII,200567,200568,384,*,*,adh1
chrVII,201060,201061,6,*,*,adh1
chrVII,202411,202412,1,*,*,adh1
chrVII,202546,202547,50,*,*,adh1
chrVII,202566,202567,110,*,*,adh1
chrVII,202594,202595,16,*,*,adh1
chrVII,203772,203773,2,*,*,adh1
chrVII,203990,203991,44,*,*,adh1
chrVII,204020,204021,158,*,*,adh1
chrVII,204441,204442,28,*,*,adh1
chrVII,204937,204938,2,*,*,adh1
chrVII,205573,205574,6,*,*,adh1
chrVII,205700,205701,29,*,*,adh1
chrVII,205848,205849,274,*,*,adh1
chrVII,206265,206266,5,*,*,adh1
chrVII,206356,206357,17,*,*,adh1
chrVII,206479,206480,81,*,*,adh1
chrVII,207370,207371,3,*,*,adh1
chrVII,208073,208074,174,*,*,adh1
chrVII,208701,208702,222,*,*,adh1
chrVII,208709,208710,22,*,*,adh1
chrVII,208717,208718,7,*,*,adh1
chrVII,208740,208741,16,*,*,adh1
chrVII,208807,208808,25,*,*,adh1
chrVII,208812,208813,7,*,*,adh1
chrVII,208883,208884,36,*,*,adh1
chrVII,210217,210218,1,*,*,adh1
chrVII,210329,210330,52,*,*,adh1
chrVII,211979,211980,215,*,*,adh1
chrVII,212244,212245,16,*,*,adh1
chrVII,212789,212790,5,*,*,adh1
chrVII,212804,212805,2,*,*,adh1
chrVII,213668,213669,55,*,*,adh1
chrVII,213840,213841,19,*,*,adh1
chrVII,215242,215243,1,*,*,adh1
chrVII,215805,215806,17,*,*,adh1
chrVII,216067,216068,242,*,*,adh1
chrVII,217493,217494,23,*,*,adh1
chrVII,219852,219853,15,*,*,adh1
chrVII,220013,220014,236,*,*,adh1
chrVII,220015,220016,2,*,*,adh1
chrVII,220371,220372,27,*,*,adh1
chrVII,223306,223307,3,*,*,adh1
chrVII,223307,223308,479,*,*,adh1
chrVII,224545,224546,1,*,*,adh1
chrVII,224546,224547,56,*,*,adh1
chrVII,225614,225615,79,*,*,adh1
chrVII,225720,225721,1,*,*,adh1
chrVII,225793,225794,22,*,*,adh1
chrVII,225796,225797,1,*,*,adh1
chrVII,225857,225858,382,*,*,adh1
chrVII,226108,226109,205,*,*,adh1
chrVII,226207,226208,192,*,*,adh1
chrVII,226226,226227,2,*,*,adh1
chrVII,226297,226298,53,*,*,adh1
chrVII,226301,226302,112,*,*,adh1
chrVII,226561,226562,43,*,*,adh1
chrVII,227417,227418,5,*,*,adh1
chrVII,227672,227673,5,*,*,adh1
chrVII,227687,227688,48,*,*,adh1
chrVII,227943,227944,1,*,*,adh1
chrVII,228186,228187,3,*,*,adh1
chrVII,228308,228309,2,*,*,adh1
chrVII,228327,228328,24,*,*,adh1
chrVII,228364,228365,26,*,*,adh1
chrVII,228372,228373,87,*,*,adh1
chrVII,228388,228389,27,*,*,adh1
chrVII,228420,228421,1,*,*,adh1
chrVII,228428,228429,14,*,*,adh1
chrVII,228468,228469,175,*,*,adh1
chrVII,228541,228542,106,*,*,adh1
chrVII,228693,228694,3,*,*,adh1
chrVII,228728,228729,4,*,*,adh1
chrVII,229723,229724,125,*,*,adh1
chrVII,229904,229905,1216,*,*,adh1
chrVII,229906,229907,2,*,*,adh1
chrVII,229933,229934,1,*,*,adh1
chrVII,229972,229973,33,*,*,adh1
chrVII,230124,230125,1,*,*,adh1
chrVII,232006,232007,525,*,*,adh1
chrVII,232414,232415,90,*,*,adh1
chrVII,235648,235649,68,*,*,adh1
chrVII,238244,238245,12,*,*,adh1
chrVII,240080,240081,36,*,*,adh1
chrVII,241382,241383,100,*,*,adh1
chrVII,241594,241595,13,*,*,adh1
chrVII,242967,242968,3,*,*,adh1
chrVII,244389,244390,1,*,*,adh1
chrVII,244390,244391,114,*,*,adh1
chrVII,245275,245276,2,*,*,adh1
chrVII,245355,245356,40,*,*,adh1
chrVII,245468,245469,7,*,*,adh1
chrVII,245674,245675,5,*,*,adh1
chrVII,245677,245678,72,*,*,adh1
chrVII,246364,246365,4,*,*,adh1
chrVII,249752,249753,30,*,*,adh1
chrVII,249768,249769,44,*,*,adh1
chrVII,251838,251839,2,*,*,adh1
chrVII,251913,251914,161,*,*,adh1
chrVII,253237,253238,145,*,*,adh1
chrVII,253790,253791,22,*,*,adh1
chrVII,254163,254164,20,*,*,adh1
chrVII,254322,254323,4,*,*,adh1
chrVII,254422,254423,2,*,*,adh1
chrVII,254426,254427,1,*,*,adh1
chrVII,254442,254443,14,*,*,adh1
chrVII,254462,254463,4,*,*,adh1
chrVII,255517,255518,51,*,*,adh1
chrVII,255555,255556,43,*,*,adh1
chrVII,255559,255560,6,*,*,adh1
chrVII,255938,255939,15,*,*,adh1
chrVII,256122,256123,133,*,*,adh1
chrVII,258373,258374,93,*,*,adh1
chrVII,259074,259075,2,*,*,adh1
chrVII,259632,259633,2,*,*,adh1
chrVII,260085,260086,37,*,*,adh1
chrVII,261851,261852,5,*,*,adh1
chrVII,261878,261879,3,*,*,adh1
chrVII,263193,263194,25,*,*,adh1
chrVII,263837,263838,8,*,*,adh1
chrVII,265966,265967,56,*,*,adh1
chrVII,266003,266004,1,*,*,adh1
chrVII,266019,266020,19,*,*,adh1
chrVII,266048,266049,27,*,*,adh1
chrVII,266555,266556,66,*,*,adh1
chrVII,266557,266558,1,*,*,adh1
chrVII,267513,267514,20,*,*,adh1
chrVII,268004,268005,228,*,*,adh1
chrVII,268785,268786,1,*,*,adh1
chrVII,269237,269238,61,*,*,adh1
chrVII,269270,269271,2,*,*,adh1
chrVII,270760,270761,11,*,*,adh1
chrVII,270843,270844,222,*,*,adh1
chrVII,270879,270880,76,*,*,adh1
chrVII,270899,270900,24,*,*,adh1
chrVII,270909,270910,5,*,*,adh1
chrVII,270912,270913,23,*,*,adh1
chrVII,270924,270925,14,*,*,adh1
chrVII,271048,271049,199,*,*,adh1
chrVII,271281,271282,4,*,*,adh1
chrVII,271283,271284,1555,*,*,adh1
chrVII,271288,271289,325,*,*,adh1
chrVII,271463,271464,6,*,*,adh1
chrVII,271515,271516,40,*,*,adh1
chrVII,271524,271525,117,*,*,adh1
chrVII,271528,271529,150,*,*,adh1
chrVII,271540,271541,274,*,*,adh1
chrVII,271542,271543,2,*,*,adh1
chrVII,271559,271560,67,*,*,adh1
chrVII,271615,271616,344,*,*,adh1
chrVII,271616,271617,3,*,*,adh1
chrVII,271617,271618,3,*,*,adh1
chrVII,271761,271762,708,*,*,adh1
chrVII,271762,271763,99,*,*,adh1
chrVII,271772,271773,120,*,*,adh1
chrVII,271843,271844,268,*,*,adh1
chrVII,271847,271848,41,*,*,adh1
chrVII,271881,271882,478,*,*,adh1
chrVII,271901,271902,77,*,*,adh1
chrVII,271965,271966,1,*,*,adh1
chrVII,271967,271968,507,*,*,adh1
chrVII,271987,271988,339,*,*,adh1
chrVII,271991,271992,127,*,*,adh1
chrVII,272064,272065,85,*,*,adh1
chrVII,272184,272185,7,*,*,adh1
chrVII,272201,272202,195,*,*,adh1
chrVII,272232,272233,313,*,*,adh1
chrVII,272250,272251,21,*,*,adh1
chrVII,272260,272261,453,*,*,adh1
chrVII,272302,272303,94,*,*,adh1
chrVII,272324,272325,3,*,*,adh1
chrVII,272335,272336,78,*,*,adh1
chrVII,272390,272391,38,*,*,adh1
chrVII,273871,273872,17,*,*,adh1
chrVII,273975,273976,5,*,*,adh1
chrVII,274153,274154,166,*,*,adh1
chrVII,274248,274249,3,*,*,adh1
chrVII,274863,274864,108,*,*,adh1
chrVII,275563,275564,10,*,*,adh1
chrVII,276150,276151,5,*,*,adh1
chrVII,276733,276734,3,*,*,adh1
chrVII,276739,276740,81,*,*,adh1
chrVII,276747,276748,28,*,*,adh1
chrVII,276829,276830,9,*,*,adh1
chrVII,276862,276863,2,*,*,adh1
chrVII,276871,276872,3,*,*,adh1
chrVII,277038,277039,264,*,*,adh1
chrVII,277115,277116,389,*,*,adh1
chrVII,277125,277126,3,*,*,adh1
chrVII,277138,277139,63,*,*,adh1
chrVII,277155,277156,325,*,*,adh1
chrVII,277295,277296,7,*,*,adh1
chrVII,277445,277446,8,*,*,adh1
chrVII,277447,277448,3,*,*,adh1
chrVII,278447,278448,21,*,*,adh1
chrVII,278959,278960,41,*,*,adh1
chrVII,279557,279558,11,*,*,adh1
chrVII,279942,279943,30,*,*,adh1
chrVII,280654,280655,7,*,*,adh1
chrVII,280663,280664,3,*,*,adh1
chrVII,280733,280734,3,*,*,adh1
chrVII,281337,281338,14,*,*,adh1
chrVII,281435,281436,106,*,*,adh1
chrVII,281475,281476,446,*,*,adh1
chrVII,281477,281478,2,*,*,adh1
chrVII,281505,281506,4,*,*,adh1
chrVII,281571,281572,54,*,*,adh1
chrVII,281743,281744,2,*,*,adh1
chrVII,284131,284132,3,*,*,adh1
chrVII,284132,284133,16,*,*,adh1
chrVII,284162,284163,52,*,*,adh1
chrVII,284235,284236,1,*,*,adh1
chrVII,284271,284272,5,*,*,adh1
chrVII,284429,284430,223,*,*,adh1
chrVII,285136,285137,2,*,*,adh1
chrVII,285985,285986,42,*,*,adh1
chrVII,287174,287175,52,*,*,adh1
chrVII,287215,287216,46,*,*,adh1
chrVII,287255,287256,206,*,*,adh1
chrVII,287288,287289,88,*,*,adh1
chrVII,287495,287496,4,*,*,adh1
chrVII,287565,287566,147,*,*,adh1
chrVII,287632,287633,9,*,*,adh1
chrVII,288071,288072,60,*,*,adh1
chrVII,288253,288254,13,*,*,adh1
chrVII,288323,288324,1047,*,*,adh1
chrVII,288325,288326,3,*,*,adh1
chrVII,288331,288332,1,*,*,adh1
chrVII,288341,288342,1,*,*,adh1
chrVII,288631,288632,1,*,*,adh1
chrVII,288927,288928,38,*,*,adh1
chrVII,288936,288937,90,*,*,adh1
chrVII,289194,289195,144,*,*,adh1
chrVII,289439,289440,33,*,*,adh1
chrVII,290475,290476,169,*,*,adh1
chrVII,291197,291198,1,*,*,adh1
chrVII,291626,291627,141,*,*,adh1
chrVII,291777,291778,2,*,*,adh1
chrVII,291815,291816,1,*,*,adh1
chrVII,291868,291869,8,*,*,adh1
chrVII,291872,291873,25,*,*,adh1
chrVII,291893,291894,55,*,*,adh1
chrVII,291923,291924,59,*,*,adh1
chrVII,291969,291970,3,*,*,adh1
chrVII,291980,291981,204,*,*,adh1
chrVII,292550,292551,33,*,*,adh1
chrVII,292876,292877,5,*,*,adh1
chrVII,295450,295451,1,*,*,adh1
chrVII,297178,297179,10,*,*,adh1
chrVII,297855,297856,92,*,*,adh1
chrVII,298780,298781,8,*,*,adh1
chrVII,299004,299005,212,*,*,adh1
chrVII,299399,299400,13,*,*,adh1
chrVII,299790,299791,1,*,*,adh1
chrVII,299871,299872,7,*,*,adh1
chrVII,301911,301912,46,*,*,adh1
chrVII,302924,302925,3,*,*,adh1
chrVII,303503,303504,1,*,*,adh1
chrVII,303577,303578,4,*,*,adh1
chrVII,304445,304446,49,*,*,adh1
chrVII,305276,305277,1,*,*,adh1
chrVII,305883,305884,232,*,*,adh1
chrVII,306945,306946,5,*,*,adh1
chrVII,307157,307158,1,*,*,adh1
chrVII,307158,307159,535,*,*,adh1
chrVII,307256,307257,1,*,*,adh1
chrVII,307328,307329,5,*,*,adh1
chrVII,307555,307556,19,*,*,adh1
chrVII,309107,309108,24,*,*,adh1
chrVII,310621,310622,263,*,*,adh1
chrVII,310638,310639,14,*,*,adh1
chrVII,310827,310828,3,*,*,adh1
chrVII,311353,311354,8,*,*,adh1
chrVII,311369,311370,1,*,*,adh1
chrVII,311845,311846,283,*,*,adh1
chrVII,311908,311909,3,*,*,adh1
chrVII,312094,312095,21,*,*,adh1
chrVII,312248,312249,24,*,*,adh1
chrVII,312377,312378,137,*,*,adh1
chrVII,312942,312943,53,*,*,adh1
chrVII,312980,312981,43,*,*,adh1
chrVII,313104,313105,3,*,*,adh1
chrVII,313106,313107,2,*,*,adh1
chrVII,313120,313121,8,*,*,adh1
chrVII,313149,313150,30,*,*,adh1
chrVII,313749,313750,155,*,*,adh1
chrVII,313914,313915,532,*,*,adh1
chrVII,314042,314043,4,*,*,adh1
chrVII,314198,314199,1,*,*,adh1
chrVII,314460,314461,4,*,*,adh1
chrVII,316354,316355,10,*,*,adh1
chrVII,316554,316555,53,*,*,adh1
chrVII,316565,316566,7,*,*,adh1
chrVII,317112,317113,6,*,*,adh1
chrVII,317626,317627,8,*,*,adh1
chrVII,319345,319346,22,*,*,adh1
chrVII,319444,319445,1,*,*,adh1
chrVII,319492,319493,4,*,*,adh1
chrVII,319867,319868,911,*,*,adh1
chrVII,319868,319869,1,*,*,adh1
chrVII,319890,319891,187,*,*,adh1
chrVII,319917,319918,92,*,*,adh1
chrVII,319923,319924,10,*,*,adh1
chrVII,319944,319945,25,*,*,adh1
chrVII,321665,321666,2,*,*,adh1
chrVII,321677,321678,6,*,*,adh1
chrVII,321680,321681,47,*,*,adh1
chrVII,321682,321683,51,*,*,adh1
chrVII,322340,322341,157,*,*,adh1
chrVII,323410,323411,3,*,*,adh1
chrVII,323539,323540,46,*,*,adh1
chrVII,323743,323744,28,*,*,adh1
chrVII,323869,323870,140,*,*,adh1
chrVII,323937,323938,10,*,*,adh1
chrVII,323973,323974,6,*,*,adh1
chrVII,324122,324123,13,*,*,adh1
chrVII,324191,324192,41,*,*,adh1
chrVII,324198,324199,7,*,*,adh1
chrVII,324229,324230,23,*,*,adh1
chrVII,324235,324236,10,*,*,adh1
chrVII,324254,324255,5,*,*,adh1
chrVII,324292,324293,147,*,*,adh1
chrVII,324345,324346,169,*,*,adh1
chrVII,324520,324521,17,*,*,adh1
chrVII,324529,324530,29,*,*,adh1
chrVII,324554,324555,6,*,*,adh1
chrVII,324610,324611,15,*,*,adh1
chrVII,324621,324622,204,*,*,adh1
chrVII,324700,324701,3,*,*,adh1
chrVII,324728,324729,5,*,*,adh1
chrVII,324732,324733,151,*,*,adh1
chrVII,324772,324773,1,*,*,adh1
chrVII,324914,324915,187,*,*,adh1
chrVII,325003,325004,19,*,*,adh1
chrVII,325014,325015,4,*,*,adh1
chrVII,325088,325089,1,*,*,adh1
chrVII,325090,325091,565,*,*,adh1
chrVII,325111,325112,80,*,*,adh1
chrVII,325142,325143,6,*,*,adh1
chrVII,325236,325237,2,*,*,adh1
chrVII,325656,325657,124,*,*,adh1
chrVII,325972,325973,11,*,*,adh1
chrVII,326073,326074,3,*,*,adh1
chrVII,327080,327081,103,*,*,adh1
chrVII,327840,327841,3,*,*,adh1
chrVII,328386,328387,32,*,*,adh1
chrVII,328702,328703,1,*,*,adh1
chrVII,328770,328771,5,*,*,adh1
chrVII,328896,328897,3,*,*,adh1
chrVII,329592,329593,2,*,*,adh1
chrVII,330494,330495,123,*,*,adh1
chrVII,330797,330798,64,*,*,adh1
chrVII,330816,330817,2,*,*,adh1
chrVII,331000,331001,64,*,*,adh1
chrVII,334207,334208,1,*,*,adh1
chrVII,334544,334545,35,*,*,adh1
chrVII,334618,334619,12,*,*,adh1
chrVII,334700,334701,2,*,*,adh1
chrVII,334799,334800,9,*,*,adh1
chrVII,334809,334810,153,*,*,adh1
chrVII,335476,335477,3,*,*,adh1
chrVII,336446,336447,283,*,*,adh1
chrVII,337504,337505,6,*,*,adh1
chrVII,337580,337581,1,*,*,adh1
chrVII,337753,337754,4,*,*,adh1
chrVII,337753,337754,5,*,*,adh1
chrVII,338268,338269,1,*,*,adh1
chrVII,341844,341845,4,*,*,adh1
chrVII,342516,342517,10,*,*,adh1
chrVII,342594,342595,33,*,*,adh1
chrVII,342799,342800,165,*,*,adh1
chrVII,342801,342802,2,*,*,adh1
chrVII,343478,343479,1,*,*,adh1
chrVII,343620,343621,6,*,*,adh1
chrVII,343819,343820,3,*,*,adh1
chrVII,344172,344173,148,*,*,adh1
chrVII,345090,345091,1,*,*,adh1
chrVII,345256,345257,1,*,*,adh1
chrVII,345834,345835,4,*,*,adh1
chrVII,345909,345910,4,*,*,adh1
chrVII,345928,345929,11,*,*,adh1
chrVII,345968,345969,1,*,*,adh1
chrVII,346156,346157,112,*,*,adh1
chrVII,346302,346303,168,*,*,adh1
chrVII,347091,347092,153,*,*,adh1
chrVII,348988,348989,4,*,*,adh1
chrVII,349522,349523,1,*,*,adh1
chrVII,350399,350400,1,*,*,adh1
chrVII,350678,350679,65,*,*,adh1
chrVII,352335,352336,1,*,*,adh1
chrVII,352518,352519,18,*,*,adh1
chrVII,352704,352705,3,*,*,adh1
chrVII,352738,352739,12,*,*,adh1
chrVII,352869,352870,10,*,*,adh1
chrVII,353802,353803,1,*,*,adh1
chrVII,353841,353842,115,*,*,adh1
chrVII,355630,355631,1,*,*,adh1
chrVII,355679,355680,735,*,*,adh1
chrVII,357040,357041,8,*,*,adh1
chrVII,357161,357162,1,*,*,adh1
chrVII,357201,357202,16,*,*,adh1
chrVII,357275,357276,13,*,*,adh1
chrVII,358391,358392,20,*,*,adh1
chrVII,358406,358407,10,*,*,adh1
chrVII,358499,358500,127,*,*,adh1
chrVII,358697,358698,3,*,*,adh1
chrVII,359917,359918,191,*,*,adh1
chrVII,359919,359920,1,*,*,adh1
chrVII,360256,360257,801,*,*,adh1
chrVII,361952,361953,46,*,*,adh1
chrVII,361994,361995,40,*,*,adh1
chrVII,362031,362032,81,*,*,adh1
chrVII,362533,362534,144,*,*,adh1
chrVII,363233,363234,4,*,*,adh1
chrVII,363795,363796,643,*,*,adh1
chrVII,363960,363961,11,*,*,adh1
chrVII,364113,364114,420,*,*,adh1
chrVII,364117,364118,2,*,*,adh1
chrVII,364178,364179,89,*,*,adh1
chrVII,364253,364254,79,*,*,adh1
chrVII,366102,366103,1,*,*,adh1
chrVII,366140,366141,1,*,*,adh1
chrVII,366449,366450,11,*,*,adh1
chrVII,366580,366581,6,*,*,adh1
chrVII,367275,367276,578,*,*,adh1
chrVII,368353,368354,11,*,*,adh1
chrVII,368391,368392,294,*,*,adh1
chrVII,368632,368633,258,*,*,adh1
chrVII,369004,369005,141,*,*,adh1
chrVII,369990,369991,1,*,*,adh1
chrVII,370302,370303,33,*,*,adh1
chrVII,370428,370429,3,*,*,adh1
chrVII,371076,371077,5,*,*,adh1
chrVII,371228,371229,194,*,*,adh1
chrVII,371309,371310,202,*,*,adh1
chrVII,371447,371448,1,*,*,adh1
chrVII,371455,371456,404,*,*,adh1
chrVII,371457,371458,12,*,*,adh1
chrVII,371675,371676,1,*,*,adh1
chrVII,371691,371692,7,*,*,adh1
chrVII,372083,372084,3,*,*,adh1
chrVII,372226,372227,1,*,*,adh1
chrVII,373176,373177,16,*,*,adh1
chrVII,373197,373198,15,*,*,adh1
chrVII,373420,373421,1,*,*,adh1
chrVII,374073,374074,46,*,*,adh1
chrVII,374074,374075,1,*,*,adh1
chrVII,374172,374173,3,*,*,adh1
chrVII,374705,374706,232,*,*,adh1
chrVII,375204,375205,1,*,*,adh1
chrVII,375278,375279,2,*,*,adh1
chrVII,375395,375396,568,*,*,adh1
chrVII,376038,376039,483,*,*,adh1
chrVII,376039,376040,1,*,*,adh1
chrVII,377296,377297,69,*,*,adh1
chrVII,377351,377352,73,*,*,adh1
chrVII,378892,378893,14,*,*,adh1
chrVII,381286,381287,52,*,*,adh1
chrVII,381324,381325,85,*,*,adh1
chrVII,383340,383341,52,*,*,adh1
chrVII,383370,383371,4,*,*,adh1
chrVII,383433,383434,43,*,*,adh1
chrVII,383718,383719,15,*,*,adh1
chrVII,383777,383778,1,*,*,adh1
chrVII,383849,383850,22,*,*,adh1
chrVII,383863,383864,41,*,*,adh1
chrVII,383937,383938,25,*,*,adh1
chrVII,384218,384219,55,*,*,adh1
chrVII,384335,384336,236,*,*,adh1
chrVII,384536,384537,92,*,*,adh1
chrVII,384581,384582,258,*,*,adh1
chrVII,384635,384636,14,*,*,adh1
chrVII,384753,384754,36,*,*,adh1
chrVII,384855,384856,12,*,*,adh1
chrVII,384972,384973,7,*,*,adh1
chrVII,384974,384975,1501,*,*,adh1
chrVII,384988,384989,42,*,*,adh1
chrVII,385109,385110,87,*,*,adh1
chrVII,385255,385256,147,*,*,adh1
chrVII,385276,385277,23,*,*,adh1
chrVII,385461,385462,142,*,*,adh1
chrVII,385474,385475,249,*,*,adh1
chrVII,387052,387053,87,*,*,adh1
chrVII,387426,387427,163,*,*,adh1
chrVII,388798,388799,1,*,*,adh1
chrVII,388818,388819,86,*,*,adh1
chrVII,388871,388872,14,*,*,adh1
chrVII,388876,388877,83,*,*,adh1
chrVII,388892,388893,1,*,*,adh1
chrVII,388893,388894,39,*,*,adh1
chrVII,389004,389005,46,*,*,adh1
chrVII,389027,389028,162,*,*,adh1
chrVII,389832,389833,32,*,*,adh1
chrVII,390560,390561,77,*,*,adh1
chrVII,392080,392081,59,*,*,adh1
chrVII,392127,392128,23,*,*,adh1
chrVII,392130,392131,29,*,*,adh1
chrVII,392154,392155,89,*,*,adh1
chrVII,392167,392168,294,*,*,adh1
chrVII,392520,392521,122,*,*,adh1
chrVII,392791,392792,7,*,*,adh1
chrVII,393701,393702,79,*,*,adh1
chrVII,393705,393706,1,*,*,adh1
chrVII,393768,393769,1,*,*,adh1
chrVII,393773,393774,1,*,*,adh1
chrVII,393908,393909,215,*,*,adh1
chrVII,394927,394928,10,*,*,adh1
chrVII,395880,395881,12,*,*,adh1
chrVII,395904,395905,11,*,*,adh1
chrVII,396013,396014,1,*,*,adh1
chrVII,396022,396023,2,*,*,adh1
chrVII,396102,396103,66,*,*,adh1
chrVII,396303,396304,13,*,*,adh1
chrVII,396307,396308,17,*,*,adh1
chrVII,396983,396984,104,*,*,adh1
chrVII,397028,397029,9,*,*,adh1
chrVII,397392,397393,9,*,*,adh1
chrVII,397745,397746,20,*,*,adh1
chrVII,397794,397795,127,*,*,adh1
chrVII,397809,397810,3,*,*,adh1
chrVII,397819,397820,7,*,*,adh1
chrVII,397830,397831,1,*,*,adh1
